,pet_id,primary_breed,mixed_breed,age,gender,shelter_name,num_photos,pet_location,adoption_fee
0,31091848,Basset Hound,False,Senior,Male,Basset Hound Rescue of Georgia,4,"Fayetteville, GA",100.0
1,31135944,American Staffordshire Terrier,True,Adult,Female,"BullyWag, Inc.",2,"Peachtree City, GA",
2,36429068,Rat Terrier,True,Adult,Male,Little Nuggets Rescue,2,"Snellville, GA",300.0
3,37184690,Chihuahua,False,Senior,Female,Atlanta Canine Adoption Project,5,"Monticello, GA",
4,37812845,Shepherd,True,Adult,Male,Clayton County Humane Society,3,"Jonesboro, GA",242.85714285714286
5,37812847,Shepherd,True,Adult,Female,Clayton County Humane Society,5,"Jonesboro, GA",242.85714285714286
6,37912470,Australian Shepherd,True,Adult,Female,Ginny Millner Rescue Group,4,"Atlanta, GA",175.0
7,38278658,Feist,True,Senior,Male,Little Nuggets Rescue,3,"Snellville, GA",350.0
8,38579430,Basset Hound,False,Adult,Female,Basset Hound Rescue of Georgia,4,"Fayetteville, GA",100.0
9,39387199,American Staffordshire Terrier,True,Adult,Male,Laskey's Lucky Ones & Volunteers (LLOV),6,"East Point, GA",
10,40713643,Retriever,True,Adult,Female,"BullyWag, Inc.",3,"Peachtree City, GA",
11,41019912,Labrador Retriever,True,Adult,Female,"BullyWag, Inc.",5,"Peachtree City, GA",
12,41155616,Labrador Retriever,True,Adult,Female,"BullyWag, Inc.",5,"Peachtree City, GA",
13,41160374,Labrador Retriever,True,Adult,Female,"BullyWag, Inc.",3,"Peachtree City, GA",
14,41212218,Maltese,True,Young,Male,"Alcovy Pet Rescue, Inc.",4,"Monroe, GA",
15,41299866,Staffordshire Bull Terrier,True,Adult,Male,"BullyWag, Inc.",1,"Peachtree City, GA",
16,41597136,Pointer,True,Adult,Male,"BullyWag, Inc.",3,"Peachtree City, GA",
17,41647866,Terrier,False,Adult,Female,"BullyWag, Inc.",6,"Peachtree City, GA",
18,41647887,Terrier,True,Adult,Female,"BullyWag, Inc.",5,"Peachtree City, GA",
19,41818552,Labrador Retriever,True,Adult,Female,Rescue Me Ga Inc,3,"Dunwoody, GA",286.80555555555554
20,42601488,American Staffordshire Terrier,True,Adult,Female,Ginny Millner Rescue Group,5,"Atlanta, GA",175.0
21,43511145,Pit Bull Terrier,True,Adult,Female,"BullyWag, Inc.",2,"Peachtree City, GA",
22,43568427,Australian Cattle Dog,True,Adult,Female,PAWS Atlanta,1,"Decatur, GA",250.0
23,44099864,American Bulldog,True,Adult,Female,"BullyWag, Inc.",1,"Peachtree City, GA",
24,44724077,Miniature Pinscher,True,Adult,Female,"Alcovy Pet Rescue, Inc.",4,"Monroe, GA",
25,47678331,Pit Bull Terrier,True,Adult,Male,Hands to Paws Rescue,1,"Augusta, GA",75.0
26,47690899,Labrador Retriever,True,Adult,Female,Hands to Paws Rescue,3,"Augusta, GA",156.25
27,48044493,Catahoula Leopard Dog,True,Adult,Female,Paws and Stars Animal Rescue,6,"Lawrenceville, GA",250.0
28,48271337,Jack Russell Terrier,True,Adult,Male,PAWS Atlanta,3,"Decatur, GA",250.0
29,48271457,Shepherd,True,Adult,Female,PAWS Atlanta,2,"Decatur, GA",250.0
30,48271551,Shepherd,True,Adult,Male,PAWS Atlanta,4,"Decatur, GA",250.0
31,48478086,Poodle,False,Adult,Male,Atlanta Canine Adoption Project,4,"Monticello, GA",
32,48688040,Terrier,True,Adult,Female,Atlanta Canine Adoption Project,5,"Monticello, GA",
33,48709233,Terrier,True,Adult,Female,Atlanta Canine Adoption Project,6,"Monticello, GA",
34,48782415,Jack Russell Terrier,False,Adult,Male,"Humane Society of Houston County, Inc",4,"Centerville, GA",
35,49332220,Akita,False,Adult,Male,Akita Rescue Society of Florida,4,"Covington, GA",
36,49661035,Mixed Breed,True,Adult,Female,Freedom Bridge Animal Rescue,5,"Peachtree City, GA",
37,49710624,Bull Terrier,True,Adult,Female,Furever After Rescue,6,"Macon, GA",
38,49917428,Bull Terrier,True,Adult,Female,Furever After Rescue,6,"Macon, GA",
39,50014829,Terrier,True,Adult,Female,"BullyWag, Inc.",3,"Peachtree City, GA",
40,50091589,Terrier,True,Young,Male,PAWS Atlanta,2,"Decatur, GA",250.0
41,50126308,Shepherd,True,Adult,Female,Coco's Cupboard,6,"Peachtree City, GA",
42,50238737,German Shepherd Dog,True,Young,Female,"Street Paws, Inc.",3,"Locust Grove, GA",
43,50464736,American Staffordshire Terrier,False,Adult,Male,Peach County Animal Rescue,6,"Marshallville, GA",
44,50507132,American Staffordshire Terrier,False,Adult,Male,TLC Pet Rescue,5,"Stockbridge, GA",300.0
45,50515849,Boxer,True,Young,Female,Peach County Animal Rescue,6,"Marshallville, GA",
46,50595391,German Pinscher,True,Young,Female,Paws and Stars Animal Rescue,6,"Lawrenceville, GA",250.0
47,50763977,Labrador Retriever,True,Young,Male,Hands to Paws Rescue,4,"Augusta, GA",225.0
48,50787795,Black Mouth Cur,True,Young,Male,Hands to Paws Rescue,2,"Augusta, GA",250.0
49,50788136,Labrador Retriever,True,Senior,Female,Hands to Paws Rescue,1,"Augusta, GA",
50,50880470,Pit Bull Terrier,True,Young,Female,Hands to Paws Rescue,1,"Augusta, GA",250.0
51,50884264,Chihuahua,True,Adult,Female,"Alcovy Pet Rescue, Inc.",2,"Monroe, GA",
52,50884446,Chihuahua,True,Adult,Male,"Alcovy Pet Rescue, Inc.",4,"Monroe, GA",
53,51044806,Pit Bull Terrier,True,Adult,Female,Baldwin County Jail Dog Program ,6,"Milledgeville, GA",100.0
54,51517788,Retriever,False,Young,Male,"Humane Society of Houston County, Inc",1,"Centerville, GA",
55,51932821,Black Mouth Cur,True,Adult,Female,Freedom Bridge Animal Rescue,5,"Albany, GA",
56,52003008,Pit Bull Terrier,False,Adult,Female,Peach County Animal Rescue,6,"Marshallville, GA",
57,52023231,Cane Corso,True,Senior,Female,Coco's Cupboard,3,"Peachtree City, GA",
58,52223144,Mixed Breed,True,Adult,Female,PAWS Atlanta,2,"Decatur, GA",250.0
59,52223514,Mixed Breed,True,Adult,Male,PAWS Atlanta,3,"Decatur, GA",250.0
60,52584276,Australian Shepherd,True,Senior,Female,Australian Shepherds Furever,4,"Perry, GA",195.0
61,52714350,Pointer,True,Senior,Male,Baldwin County Jail Dog Program ,6,"Milledgeville, GA",100.0
62,52805314,Basset Hound,False,Adult,Male,Basset Hound Rescue of Georgia,4,"Fayetteville, GA",250.0
63,53029779,Yorkshire Terrier,False,Adult,Male,"Humane Society of Houston County, Inc",6,"Centerville, GA",
64,53136174,Poodle,False,Adult,Female,Atlanta Canine Adoption Project,6,"Monticello, GA",
65,53491768,Basset Hound,False,Adult,Male,Basset Hound Rescue of Georgia,3,"Fayetteville, GA",250.0
66,53555685,Mixed Breed,True,Adult,Male,"Humane Society of Houston County, Inc",3,"Centerville, GA",
67,53621182,Mixed Breed,True,Adult,Female,Rescue Me Ga Inc,4,"Dunwoody, GA",275.0
68,53941334,Pit Bull Terrier,False,Adult,Female,Coco's Cupboard,4,"Peachtree City, GA",
69,54077000,American Staffordshire Terrier,True,Adult,Female,TLC Pet Rescue,3,"Stockbridge, GA",300.0
70,54135412,Boxer,True,Senior,Female,"Much Ado About Hounds, Inc.",2,"Stone Mountain, GA",50.0
71,54179255,Pit Bull Terrier,False,Young,Female,Hands to Paws Rescue,3,"Augusta, GA",225.0
72,54223142,Mixed Breed,True,Adult,Male,PAWS Atlanta,6,"Decatur, GA",250.0
73,54223384,American Bulldog,True,Senior,Female,PAWS Atlanta,6,"Decatur, GA",175.0
74,54223785,Shepherd,True,Adult,Male,PAWS Atlanta,2,"Decatur, GA",250.0
75,54280354,American Bulldog,True,Adult,Female,PAWS Atlanta,6,"Decatur, GA",250.0
76,54281494,Mixed Breed,True,Adult,Female,PAWS Atlanta,5,"Decatur, GA",250.0
77,54281604,Mixed Breed,True,Adult,Female,PAWS Atlanta,6,"Decatur, GA",250.0
78,54610963,Mixed Breed,True,Adult,Male,PAWS Atlanta,6,"Decatur, GA",250.0
79,54705069,Terrier,True,Young,Male,"Humane Society of Houston County, Inc",6,"Centerville, GA",
80,54734367,American Staffordshire Terrier,True,Adult,Male,Save A Pet Inc,4,"Forsyth, GA",250.0
81,54760230,Labrador Retriever,False,Adult,Male,"Humane Society of Houston County, Inc",4,"Centerville, GA",
82,55000467,Siberian Husky,True,Young,Female,Help For The Dogs Inc.,3,"Griffin, GA",
83,55005930,Pit Bull Terrier,True,Adult,Male,PAWS Atlanta,4,"Decatur, GA",250.0
84,55005938,Shepherd,False,Adult,Female,PAWS Atlanta,5,"Decatur, GA",250.0
85,55006065,Labrador Retriever,True,Senior,Female,"CSRA Humane Society, Inc.",2,"Augusta, GA",
86,55006129,Boxer,True,Adult,Female,"CSRA Humane Society, Inc.",4,"Augusta, GA",
87,55006903,Pit Bull Terrier,False,Adult,Female,"CSRA Humane Society, Inc.",6,"Augusta, GA",
88,55034592,Mixed Breed,True,Adult,Female,Albany Humane Society/Sally Wetherbee Adoption Center,6,"Albany, GA",
89,55205402,Labrador Retriever,True,Young,Female,Faithful Hearts Animal Shelter Inc.,2,"Eastman, GA",
90,55392991,Labrador Retriever,True,Adult,Male,Save A Pet Inc,4,"Forsyth, GA",250.0
91,55462051,Pit Bull Terrier,True,Adult,Female,Clayton County Humane Society,1,"Jonesboro, GA",200.0
92,55464973,Terrier,False,Adult,Male,Atlanta Canine Adoption Project,2,"Monticello, GA",
93,55504662,Pit Bull Terrier,True,Adult,Male,Furever After Rescue,6,"Macon, GA",
94,55509172,Mixed Breed,True,Adult,Female,Rescue Me Ga Inc,2,"Dunwoody, GA",275.0
95,55689701,Labrador Retriever,True,Young,Male,Australian Shepherds Furever,5,"Newnan, GA",
96,55748497,Mixed Breed,True,Adult,Female,Rescue Me Ga Inc,6,"Dunwoody, GA",275.0
97,55835589,Beagle,True,Young,Female,Humane Society of Terrell County,6,"Dawson, GA",85.0
98,56010053,Pit Bull Terrier,True,Senior,Female,Coco's Cupboard,6,"Peachtree City, GA",
99,56023663,Pit Bull Terrier,True,Adult,Female,Furever After Rescue,6,"Macon, GA",
100,56082518,Basset Hound,False,Adult,Male,Basset Hound Rescue of Georgia,4,"Fayetteville, GA",250.0
101,56134672,Pit Bull Terrier,False,Adult,Male,Rescue Me Ga Inc,5,"Dunwoody, GA",275.0
102,56299269,Tosa Inu,False,Adult,Female,The Bullpen Way Station and Sanctuary,6,"Norwood, GA",
103,56299295,American Bulldog,True,Adult,Male,The Bullpen Way Station and Sanctuary,5,"Norwood, GA",
104,56446273,Pit Bull Terrier,False,Adult,Female,Royal Animal Refuge,6,"Tyrone, GA",
105,56685655,Terrier,True,Adult,Male,"Humane Society of Houston County, Inc",6,"Centerville, GA",
106,56719554,Shepherd,True,Adult,Female,Royal Animal Refuge,6,"Tyrone, GA",
107,56729973,American Bulldog,True,Adult,Male,Furever After Rescue,6,"Macon, GA",
108,56811760,American Staffordshire Terrier,False,Adult,Male,Ginny Millner Rescue Group,5,"Atlanta, GA",175.0
109,57288962,Pit Bull Terrier,True,Adult,Female,PAWS Atlanta,5,"Decatur, GA",250.0
110,57289072,Pit Bull Terrier,True,Senior,Male,PAWS Atlanta,2,"Decatur, GA",175.0
111,57302926,Mixed Breed,True,Young,Female,PAWS Atlanta,6,"Decatur, GA",250.0
112,57303758,Presa Canario,False,Adult,Female,The Bullpen Way Station and Sanctuary,5,"Norwood, GA",
113,57303805,Presa Canario,False,Senior,Male,The Bullpen Way Station and Sanctuary,5,"Norwood, GA",
114,57304372,Labrador Retriever,True,Adult,Male,Washington Wilkes Humane Animal Shelter,3,"Washington, GA",
115,57353804,Pit Bull Terrier,True,Adult,Male,Rescue Me Ga Inc,4,"Dunwoody, GA",275.0
116,57405815,Hound,False,Adult,Female,Royal Animal Refuge,6,"Tyrone, GA",
117,57440005,Bull Terrier,True,Adult,Male,Animal Ark,6,"Columbus, GA",
118,57440014,German Shepherd Dog,False,Senior,Male,Animal Ark,2,"Columbus, GA",
119,57440023,Mixed Breed,True,Adult,Male,Animal Ark,0,"Columbus, GA",
120,57440034,Bloodhound,False,Adult,Female,Animal Ark,4,"Columbus, GA",
121,57440038,Mixed Breed,True,Adult,Male,Animal Ark,0,"Columbus, GA",
122,57440054,Mixed Breed,True,Adult,Male,Animal Ark,0,"Columbus, GA",
123,57440062,German Shepherd Dog,False,Senior,Male,Animal Ark,0,"Columbus, GA",
124,57622913,American Bulldog,True,Young,Female,Humane Society of Terrell County,6,"Dawson, GA",85.0
125,57625027,Cane Corso,False,Adult,Female,The Bullpen Way Station and Sanctuary,6,"Norwood, GA",
126,57731300,Terrier,True,Young,Female,Paws and Stars Animal Rescue,5,"Lawrenceville, GA",350.0
127,58042676,Chihuahua,True,Senior,Female,"Alcovy Pet Rescue, Inc.",5,"Monroe, GA",
128,58559167,German Shepherd Dog,False,Senior,Female,Fayette Humane Society,6,"Fayetteville, GA",
129,58682586,American Bulldog,True,Adult,Female,Animal Ark,6,"Columbus, GA",
130,58715220,German Shepherd Dog,True,Adult,Male,Coco's Cupboard,3,"Peachtree City, GA",
131,58715224,Catahoula Leopard Dog,False,Adult,Male,Coco's Cupboard,2,"Peachtree City, GA",
132,58751304,Pit Bull Terrier,True,Adult,Male,Laskey's Lucky Ones & Volunteers (LLOV),5,"East Point, GA",
133,58781097,Hound,True,Adult,Female,Coco's Cupboard,2,"Peachtree City, GA",
134,58925848,American Bulldog,True,Adult,Male,Royal Animal Refuge,6,"Tyrone, GA",
135,58932555,American Bulldog,False,Adult,Male,Animal Ark,5,"Columbus, GA",
136,59086139,Mixed Breed,True,Adult,Male,PAWS Atlanta,6,"Decatur, GA",250.0
137,59088415,Mixed Breed,True,Young,Male,PAWS Atlanta,2,"Decatur, GA",250.0
138,59096991,Mixed Breed,True,Adult,Female,PAWS Atlanta,5,"Decatur, GA",250.0
139,59163568,Mixed Breed,True,Adult,Female,PAWS Atlanta,6,"Decatur, GA",250.0
140,59171339,Catahoula Leopard Dog,True,Adult,Male,MACS Friends Animal Rescue Inc,8,"Auburn, GA",
141,59228123,Pit Bull Terrier,False,Adult,Male,Barrow County Animal Control,2,"Winder, GA",
142,59239922,American Bulldog,False,Adult,Male,Animal Ark,6,"Columbus, GA",
143,59259154,Cane Corso,False,Young,Female,The Bullpen Way Station and Sanctuary,6,"Norwood, GA",
144,59259164,American Bulldog,False,Adult,Female,The Bullpen Way Station and Sanctuary,4,"Norwood, GA",
145,59268202,Mixed Breed,True,Adult,Male,PAWS Atlanta,6,"Decatur, GA",250.0
146,59268238,Hound,True,Adult,Male,PAWS Atlanta,1,"Decatur, GA",250.0
147,59269120,Labrador Retriever,False,Adult,Male,Washington Wilkes Humane Animal Shelter,6,"Washington, GA",
148,59295378,Beagle,True,Adult,Male,TLC Pet Rescue,5,"Stockbridge, GA",300.0
149,59320704,Jack Russell Terrier,True,Baby,Male,Clayton County Humane Society,1,"Jonesboro, GA",200.0
150,59322303,Labrador Retriever,True,Adult,Male,Albany Humane Society/Sally Wetherbee Adoption Center,6,"Albany, GA",
151,59347792,Plott Hound,True,Adult,Male,Rescue Angels of GA,6,"Atlanta, GA",200.0
152,59401310,Labrador Retriever,True,Adult,Male,Newnan Coweta Humane Society,6,"Newnan, GA",200.0
153,59411203,American Bulldog,False,Adult,Male,The Bullpen Way Station and Sanctuary,4,"Norwood, GA",
154,59411227,Cane Corso,False,Young,Female,The Bullpen Way Station and Sanctuary,5,"Norwood, GA",
155,59411231,Cane Corso,False,Young,Male,The Bullpen Way Station and Sanctuary,4,"Norwood, GA",
156,59451679,Labrador Retriever,True,Adult,Male,Albany Humane Society/Sally Wetherbee Adoption Center,6,"Albany, GA",
157,59475611,Basset Hound,False,Senior,Female,Basset Hound Rescue of Georgia,4,"Fayetteville, GA",100.0
158,59475658,Basset Hound,False,Adult,Female,Basset Hound Rescue of Georgia,3,"Fayetteville, GA",250.0
159,59480701,American Bulldog,True,Adult,Male,PAWS Atlanta,5,"Decatur, GA",250.0
160,59494348,American Staffordshire Terrier,True,Adult,Female,TLC Pet Rescue,4,"Stockbridge, GA",300.0
161,59507999,American Staffordshire Terrier,True,Young,Male,Training to the Rescue,6,"Peachtree Corners, GA",
162,59512000,Terrier,True,Adult,Male,Faithful Hearts Animal Shelter Inc.,3,"Eastman, GA",
163,59512001,Terrier,True,Young,Female,Faithful Hearts Animal Shelter Inc.,3,"Eastman, GA",
164,59742436,American Bulldog,True,Adult,Female,Animal Ark,6,"Columbus, GA",
165,59809326,Labrador Retriever,True,Adult,Male,Furever After Rescue,5,"Macon, GA",
166,59837047,Husky,True,Adult,Male,Baldwin County Jail Dog Program ,6,"Milledgeville, GA",100.0
167,59863747,Terrier,True,Adult,Female,"Humane Society of Houston County, Inc",6,"Centerville, GA",
168,59863814,Terrier,True,Adult,Female,"Humane Society of Houston County, Inc",6,"Centerville, GA",
169,59865497,Boxer,True,Senior,Female,Royal Animal Refuge,6,"Tyrone, GA",
170,59886166,Husky,False,Adult,Male,Morgan County Animal Control,1,"Madison, GA",125.0
171,59897438,American Bulldog,False,Senior,Female,Animal Ark,4,"Columbus, GA",
172,59916939,Boxer,True,Adult,Male,Humane Society of Terrell County,6,"Dawson, GA",85.0
173,59954760,Wirehaired Terrier,False,Adult,Male,Atlanta Canine Adoption Project,3,"Monticello, GA",
174,59973704,Pit Bull Terrier,True,Adult,Female,Albany Humane Society/Sally Wetherbee Adoption Center,6,"Albany, GA",
175,59990690,American Bulldog,True,Young,Male,Humane Society of Terrell County,6,"Dawson, GA",85.0
176,60013363,Pit Bull Terrier,True,Adult,Male,Furever After Rescue,6,"Macon, GA",
177,60019354,Chihuahua,True,Young,Male,Faithful Hearts Animal Shelter Inc.,3,"Eastman, GA",
178,60019355,Terrier,True,Young,Female,Faithful Hearts Animal Shelter Inc.,3,"Eastman, GA",
179,60019515,Labrador Retriever,True,Young,Female,Faithful Hearts Animal Shelter Inc.,3,"Eastman, GA",
180,60100150,Terrier,True,Adult,Female,Society of Humane Friends of GA Inc.,5,"Lawrenceville, GA",300.0
181,60100462,Boxer,True,Adult,Male,Colbert Veterinary Rescue,6,"Colbert, GA",200.0
182,60126082,Pit Bull Terrier,False,Adult,Male,Washington Wilkes Humane Animal Shelter,3,"Washington, GA",
183,60313350,Mixed Breed,True,Adult,Male,PAWS Atlanta,5,"Decatur, GA",250.0
184,60314374,Mixed Breed,True,Adult,Male,PAWS Atlanta,6,"Decatur, GA",250.0
185,60314385,Mixed Breed,True,Adult,Male,PAWS Atlanta,6,"Decatur, GA",250.0
186,60379025,Mixed Breed,True,Adult,Female,PAWS Atlanta,5,"Decatur, GA",250.0
187,60380014,American Staffordshire Terrier,False,Adult,Male,PAWS Atlanta,4,"Decatur, GA",250.0
188,60410548,Pit Bull Terrier,False,Adult,Female,PAWS Atlanta,6,"Decatur, GA",250.0
189,60410635,Hound,False,Baby,Female,PAWS Atlanta,2,"Decatur, GA",
190,60410655,Mixed Breed,True,Adult,Female,PAWS Atlanta,6,"Decatur, GA",250.0
191,60836278,Husky,True,Adult,Female,Animal Ark,2,"Columbus, GA",
192,60836279,Shepherd,True,Adult,Male,Animal Ark,2,"Columbus, GA",
193,60927023,Basset Hound,False,Adult,Male,Basset Hound Rescue of Georgia,1,"Fayetteville, GA",250.0
194,60927049,Basset Hound,False,Adult,Male,Basset Hound Rescue of Georgia,1,"Fayetteville, GA",250.0
195,61242618,Mixed Breed,True,Adult,Female,PAWS Atlanta,5,"Decatur, GA",250.0
196,61251813,Labrador Retriever,True,Adult,Female,Bossy Paws Rescue Inc,5,"Buford, GA",150.0
197,61260625,Plott Hound,True,Adult,Male,"Much Ado About Hounds, Inc.",4,"Stone Mountain, GA",
198,61408293,Labrador Retriever,True,Adult,Female,Albany Humane Society/Sally Wetherbee Adoption Center,6,"Albany, GA",
199,61464585,Pit Bull Terrier,True,Adult,Female,Albany Humane Society/Sally Wetherbee Adoption Center,6,"Albany, GA",
200,61704010,Basset Hound,False,Young,Male,Basset Hound Rescue of Georgia,3,"Fayetteville, GA",250.0
201,61761614,English Bulldog,True,Adult,Male,Animal Ark,6,"Columbus, GA",
202,61815701,Dutch Shepherd,True,Young,Female,Circle of Friends Animal Society Inc.,6,"Loganville, GA",195.0
203,61867100,Labrador Retriever,True,Adult,Male,Coco's Cupboard,3,"Peachtree City, GA",
204,62184129,Labrador Retriever,True,Adult,Male,Rescue Me Ga Inc,2,"Dunwoody, GA",275.0
205,62485660,Mixed Breed,True,Adult,Female,PAWS Atlanta,6,"Decatur, GA",250.0
206,62687158,Husky,True,Adult,Male,Coco's Cupboard,2,"Peachtree City, GA",
207,62731418,Staffordshire Bull Terrier,False,Adult,Female,PAWS Atlanta,6,"Decatur, GA",250.0
208,62780288,American Bulldog,True,Young,Female,Doggie Harmony,3,"Decatur, GA",400.0
209,62926536,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
210,62927036,Mixed Breed,True,Baby,Male,Dekalb County Animal Services,0,"Chamblee, GA",
211,62927186,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
212,62927225,Mixed Breed,True,Senior,Male,Dekalb County Animal Services,3,"Chamblee, GA",
213,62927432,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
214,62927530,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
215,62927729,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
216,62928080,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
217,62928310,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,1,"Chamblee, GA",
218,62928572,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
219,62928647,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,1,"Chamblee, GA",
220,62928695,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
221,62928777,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
222,62928854,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
223,62928875,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
224,62928882,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
225,62928886,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
226,62928913,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
227,62928919,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
228,62928979,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
229,62929014,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
230,62929016,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
231,62929021,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,1,"Chamblee, GA",
232,62929084,Mixed Breed,True,Senior,Female,Dekalb County Animal Services,3,"Chamblee, GA",
233,62929108,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
234,62929116,Mixed Breed,True,Young,Male,Dekalb County Animal Services,1,"Chamblee, GA",
235,62929145,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,1,"Chamblee, GA",
236,62929240,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
237,62929243,Mixed Breed,True,Senior,Male,Dekalb County Animal Services,3,"Chamblee, GA",
238,62929257,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
239,62929290,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
240,62929324,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
241,62929351,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
242,62929438,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
243,63136700,American Bulldog,False,Adult,Female,Washington Wilkes Humane Animal Shelter,3,"Washington, GA",
244,63229806,Doberman Pinscher,False,Adult,Female,Rescue Me Ga Inc,6,"Dunwoody, GA",500.0
245,63296273,Mixed Breed,True,Adult,Male,Rescue Me Ga Inc,1,"Dunwoody, GA",275.0
246,63349186,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,1,"Chamblee, GA",
247,63394480,Labrador Retriever,True,Senior,Male,Colbert Veterinary Rescue,6,"Colbert, GA",75.0
248,63449059,Staffordshire Bull Terrier,True,Adult,Female,Coco's Cupboard,2,"Peachtree City, GA",
249,63461353,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
250,63555323,Mixed Breed,True,Young,Male,PAWS Atlanta,6,"Decatur, GA",250.0
251,63601738,Labrador Retriever,True,Young,Male,Faithful Hearts Animal Shelter Inc.,3,"Eastman, GA",
252,63733049,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
253,63781301,Staffordshire Bull Terrier,True,Adult,Male,"Hearts 'n Homes Rescue, Inc.",6,"Sharpsburg, GA",200.0
254,63783775,Pit Bull Terrier,False,Adult,Female,Royal Animal Refuge,6,"Tyrone, GA",
255,63937348,Husky,False,Adult,Male,Washington Wilkes Humane Animal Shelter,4,"Washington, GA",
256,64017383,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
257,64018506,Collie,True,Adult,Male,"Shar Pei Nation Rescue, Inc.",5,"Cusseta, GA",350.0
258,64123295,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
259,64159616,Pit Bull Terrier,True,Adult,Female,Kitten Corner & Puppy Street Inc.,5,"Milledgeville, GA",
260,64171916,Mixed Breed,True,Adult,Female,Coco's Cupboard,1,"Peachtree City, GA",
261,64228419,Boxer,True,Young,Male,Save A Pet Inc,1,"Forsyth, GA",250.0
262,64363512,Mixed Breed,True,Young,Male,Dekalb County Animal Services,3,"Chamblee, GA",
263,64483330,Terrier,True,Adult,Male,Save A Pet Inc,6,"Forsyth, GA",150.0
264,64507255,Boxer,True,Adult,Female,Albany Humane Society/Sally Wetherbee Adoption Center,5,"Albany, GA",
265,64510970,Neapolitan Mastiff,False,Adult,Female,The Bullpen Way Station and Sanctuary,5,"Norwood, GA",
266,64511250,Mastiff,True,Young,Female,The Bullpen Way Station and Sanctuary,5,"Norwood, GA",
267,64550781,Cane Corso,False,Young,Male,The Bullpen Way Station and Sanctuary,5,"Norwood, GA",
268,64552692,Siberian Husky,True,Adult,Female,Animal Rescue Foundation Inc,6,"Milledgeville, GA",200.0
269,64575212,Black Labrador Retriever,False,Adult,Female,Animal Ark,2,"Columbus, GA",
270,64615065,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
271,64618204,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
272,64618772,Presa Canario,True,Adult,Male,The Bullpen Way Station and Sanctuary,5,"Norwood, GA",
273,64653696,Mixed Breed,True,Adult,Female,Albany Humane Society/Sally Wetherbee Adoption Center,6,"Albany, GA",
274,64693743,Staffordshire Bull Terrier,True,Adult,Female,"Hearts 'n Homes Rescue, Inc.",6,"Sharpsburg, GA",200.0
275,64727886,Black Mouth Cur,True,Adult,Male,Ginny Millner Rescue Group,2,"Atlanta, GA",175.0
276,64733010,Mixed Breed,True,Adult,Female,Dekalb County Animal Services,3,"Chamblee, GA",
277,64752525,Terrier,True,Adult,Female,Rescue Me Ga Inc,3,"Dunwoody, GA",275.0
278,64780735,Mixed Breed,True,Adult,Male,Dekalb County Animal Services,3,"Chamblee, GA",
