,pet_id,primary_breed,mixed_breed,age,gender,size,shelter_name,shelter_id,zip_code,num_photos,pet_location,health,adoption_fee,adoption_fee2
2534,73121273,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2535,73121270,Mixed Breed,False,Adult,Male,Small,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",,,
2536,73121264,Mixed Breed,False,Young,Female,Medium,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2537,73105881,Mixed Breed,False,Young,Male,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2538,73104588,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2539,73102767,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2540,73102764,Mixed Breed,False,Young,Male,Medium,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2541,72990477,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2542,72976498,Mixed Breed,False,Senior,Male,Small,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",,,
2543,72976499,Mixed Breed,False,Baby,Male,Medium,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2544,72975280,Mixed Breed,False,Baby,Male,Small,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",,,
2545,72970655,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2546,72960281,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2547,72960280,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2548,72947479,Mixed Breed,False,Young,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2549,72947476,Mixed Breed,False,Young,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2550,72942567,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2551,72942565,Mixed Breed,False,Young,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2552,72942564,Mixed Breed,False,Young,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2553,72942563,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2554,72939753,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2555,72934324,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2556,72928364,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2557,72928351,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2558,72928370,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",,,
2559,72928378,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2560,72928362,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2561,72928374,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",,,
2562,72928342,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2563,72928375,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2564,72928359,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2565,72928371,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2566,72928350,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2567,72928326,Mixed Breed,False,Young,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2568,72928337,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2569,72928329,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2570,72928330,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2571,72928315,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2572,72928323,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2573,72928328,Mixed Breed,False,Young,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2574,72928317,Mixed Breed,False,Senior,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2575,72928313,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2576,72928302,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,0,"Chamblee, GA",,,
2577,72928300,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,0,"Chamblee, GA",Spayed / neutered.,,
2578,72928239,Mixed Breed,False,Young,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2579,72928238,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2580,72928296,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2581,72928239,Mixed Breed,False,Young,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2582,72928290,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2583,72928295,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2584,72928309,Mixed Breed,False,Young,Female,Small,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2585,72928246,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2586,72928231,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",,,
2587,72928240,Mixed Breed,False,Young,Female,Medium,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2588,72928229,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2589,72893616,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2590,72889866,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2591,72888590,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",,,
2592,72888585,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2593,72887196,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2594,72875948,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2595,72875946,Mixed Breed,False,Young,Male,Medium,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2596,72860469,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2597,72859598,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2598,72858451,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2599,72858450,Mixed Breed,False,Young,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2600,72858216,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2601,72858214,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2602,72858212,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2603,72849323,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2604,72849320,Mixed Breed,False,Young,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2605,72849319,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2606,72846844,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2607,72846842,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2608,72826223,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2609,72825401,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2610,72825396,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2611,72825391,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2612,72825393,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2613,72814626,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2614,72809540,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2615,72807522,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2616,72806734,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2617,72806736,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2618,72805269,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2619,72796709,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2620,72796524,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2621,72794700,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",,,
2622,72792671,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2623,72790967,Mixed Breed,False,Young,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2624,72790253,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2625,72790255,Mixed Breed,False,Baby,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2626,72781356,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2627,72762721,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2628,72758836,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2629,72754689,Mixed Breed,False,Baby,Female,Small,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2630,72744667,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2631,72737226,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2632,72729452,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2633,72729451,Mixed Breed,False,Young,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2634,72719570,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2635,72719568,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2636,72708358,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2637,72708355,Mixed Breed,False,Senior,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2638,72702223,Mixed Breed,False,Baby,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2639,72700753,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2640,72691386,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2641,72690665,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2642,72689122,Mixed Breed,False,Senior,Male,Small,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",,,
2643,72674598,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2644,72673986,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2645,72673992,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2646,72672979,Mixed Breed,False,Baby,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2647,72671963,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2648,72665311,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,0,"Chamblee, GA",,,
2649,72665308,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2650,72665306,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2651,72662606,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2652,72659866,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2653,72653350,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2654,72641533,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2655,72641295,Mixed Breed,False,Baby,Male,Small,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2656,72637288,Mixed Breed,False,Young,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",,,
2657,72620437,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2658,72617286,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2659,72611185,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2660,72607465,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2661,72607459,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",,,
2662,72600090,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2663,72600087,Mixed Breed,False,Baby,Female,Small,Dekalb County Animal Services,GA423,30341,0,"Chamblee, GA",Spayed / neutered.,,
2664,72600089,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",,,
2665,72588491,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2666,72588493,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2667,72587542,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2668,72586148,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2669,72570256,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2670,72559824,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2671,72559817,Mixed Breed,False,Young,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2672,72559813,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2673,72559811,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2674,72559809,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2675,72555731,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2676,72555737,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2677,72544220,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2678,72544217,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2679,72540948,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2680,72540949,Mixed Breed,False,Senior,Male,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",,,
2681,72540944,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2682,72538580,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2683,72538579,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2684,72528444,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2685,72528437,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2686,72526669,Mixed Breed,False,Adult,Male,Small,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2687,72514774,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2688,72514771,Mixed Breed,False,Baby,Male,Small,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",,,
2689,72511979,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2690,72511975,Mixed Breed,False,Baby,Male,Medium,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",,,
2691,72511973,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2692,72500949,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2693,72500946,Mixed Breed,False,Adult,Male,Small,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",,,
2694,72500945,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2695,72497924,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",,,
2696,72497929,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2697,72497926,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2698,72494639,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2699,72488440,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2700,72475233,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2701,72475230,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2702,72475225,Mixed Breed,False,Young,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2703,72470745,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2704,72457017,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2705,72451009,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2706,72426622,Mixed Breed,False,Young,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",,,
2707,72426621,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2708,72426611,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2709,72426601,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2710,72426615,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2711,72426587,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2712,72426576,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2713,72426566,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2714,72426570,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2715,72426525,Mixed Breed,False,Baby,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2716,72426544,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2717,72426553,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2718,72426519,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2719,72426560,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2720,72399743,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2721,72394331,Mixed Breed,False,Senior,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2722,72389391,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2723,72379500,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2724,72375690,Mixed Breed,False,Young,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2725,72375689,Mixed Breed,False,Adult,Female,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2726,72375679,Mixed Breed,False,Senior,Male,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2727,72364009,Mixed Breed,False,Senior,Female,Large,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",Spayed / neutered.,,
2728,72361638,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,2,"Chamblee, GA",,,
2729,72360883,Mixed Breed,False,Adult,Male,Medium,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2730,72360889,Mixed Breed,False,Adult,Male,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2731,72360870,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2732,72360876,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
2733,72336912,Mixed Breed,False,Adult,Female,Large,Dekalb County Animal Services,GA423,30341,1,"Chamblee, GA",Spayed / neutered.,,
2734,72334971,Mixed Breed,False,Baby,Female,Small,Dekalb County Animal Services,GA423,30341,3,"Chamblee, GA",Spayed / neutered.,,
