,pet_id,primary_breed,mixed_breed,age,gender,size,shelter_name,shelter_id,zip_code,num_photos,pet_location,health,adoption_fee,adoption_fee2
725,70673982,Pit Bull Terrier,True,Young,Male,Medium,Fayette Humane Society,GA83,30214,6,"Fayetteville, GA","Vaccinations up to date, spayed / neutered.",,
726,66217627,Chihuahua,True,Adult,Male,Small,Fayette Humane Society,GA83,30214,6,"Fayetteville, GA","Vaccinations up to date, spayed / neutered.",,
727,61704010,Basset Hound,False,Young,Male,Medium,Basset Hound Rescue of Georgia,GA146,30214,3,"Fayetteville, GA","Vaccinations up to date, spayed / neutered.",250,250.0
728,60927049,Basset Hound,False,Adult,Male,Medium,Basset Hound Rescue of Georgia,GA146,30214,1,"Fayetteville, GA","Vaccinations up to date, spayed / neutered.",250,250.0
729,60927023,Basset Hound,False,Adult,Male,Medium,Basset Hound Rescue of Georgia,GA146,30214,1,"Fayetteville, GA","Vaccinations up to date, spayed / neutered, special needs.",250,250.0
730,59475658,Basset Hound,False,Adult,Female,Medium,Basset Hound Rescue of Georgia,GA146,30214,3,"Fayetteville, GA","Vaccinations up to date, spayed / neutered.",250,250.0
731,59475611,Basset Hound,False,Senior,Female,Medium,Basset Hound Rescue of Georgia,GA146,30214,4,"Fayetteville, GA","Vaccinations up to date, spayed / neutered.",100,100.0
732,58559167,German Shepherd Dog,False,Senior,Female,Medium,Fayette Humane Society,GA83,30214,6,"Fayetteville, GA","Vaccinations up to date, spayed / neutered.",,
733,56082518,Basset Hound,False,Adult,Male,Medium,Basset Hound Rescue of Georgia,GA146,30214,4,"Fayetteville, GA","Vaccinations up to date, spayed / neutered.",250,250.0
734,53491768,Basset Hound,False,Adult,Male,Medium,Basset Hound Rescue of Georgia,GA146,30214,3,"Fayetteville, GA","Vaccinations up to date, spayed / neutered.",250,250.0
735,52805314,Basset Hound,False,Adult,Male,Medium,Basset Hound Rescue of Georgia,GA146,30214,4,"Fayetteville, GA","Vaccinations up to date, spayed / neutered.",250,250.0
736,38579430,Basset Hound,False,Adult,Female,Medium,Basset Hound Rescue of Georgia,GA146,30214,4,"Fayetteville, GA","Vaccinations up to date, spayed / neutered.",100,100.0
737,31091848,Basset Hound,False,Senior,Male,Medium,Basset Hound Rescue of Georgia,GA146,30214,4,"Fayetteville, GA","Vaccinations up to date, spayed / neutered, special needs.",100,100.0
738,73756522,Border Collie,True,Baby,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA",Vaccinations up to date.,,
739,73756520,Husky,True,Adult,Male,Large,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
740,73756523,Border Collie,True,Baby,Male,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
741,73756516,Mixed Breed,True,Baby,Male,Medium,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA",Vaccinations up to date.,,
742,73756519,Border Collie,True,Baby,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA",Vaccinations up to date.,,
743,73756518,Bernese Mountain Dog,False,Adult,Male,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
744,73756521,Border Collie,True,Baby,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA",Vaccinations up to date.,,
745,73756524,Mixed Breed,True,Baby,Male,Medium,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA",Vaccinations up to date.,,
746,73756517,Bloodhound,True,Baby,Female,Medium,Coco's Cupboard,GA787,30269,0,"Peachtree City, GA",Vaccinations up to date.,,
747,73756515,Australian Shepherd,True,Young,Female,Medium,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
748,73756514,Bloodhound,True,Baby,Female,Medium,Coco's Cupboard,GA787,30269,0,"Peachtree City, GA",Vaccinations up to date.,,
749,73746936,French Bulldog,False,Adult,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
750,73746937,French Bulldog,False,Adult,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
751,73723435,Black Labrador Retriever,False,Baby,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA",Vaccinations up to date.,,
752,73572011,Husky,True,Adult,Male,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
753,73513545,Labrador Retriever,True,Young,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
754,73233533,American Staffordshire Terrier,True,Adult,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
755,73233534,Pit Bull Terrier,True,Adult,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
756,73170321,Cane Corso,False,Adult,Male,Large,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
757,73170323,Mixed Breed,True,Young,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
758,73159816,German Shepherd Dog,False,Adult,Female,Large,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
759,73159819,English Bulldog,True,Young,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
760,73159814,German Shepherd Dog,False,Young,Male,Medium,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
761,73159818,Mixed Breed,False,Senior,Female,Medium,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
762,72266685,Chihuahua,True,Senior,Female,Small,Coco's Cupboard,GA787,30269,0,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
763,72266682,Rat Terrier,True,Adult,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
764,72109079,Labrador Retriever,True,Adult,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
765,71511576,Labrador Retriever,True,Senior,Male,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
766,71275820,Mixed Breed,False,Young,Male,Small,Coco's Cupboard,GA787,30269,5,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
767,71243996,German Shepherd Dog,True,Adult,Male,Large,Coco's Cupboard,GA787,30269,3,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
768,71147345,Mixed Breed,False,Young,Female,Small,Coco's Cupboard,GA787,30269,4,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
769,71072195,Shepherd,True,Adult,Female,Medium,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
770,70732827,Shepherd,True,Young,Male,Medium,Coco's Cupboard,GA787,30269,4,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
771,70187279,Pit Bull Terrier,True,Adult,Male,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
772,70036403,Mixed Breed,False,Adult,Male,Medium,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
773,70036400,Boxer,True,Adult,Female,Medium,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
774,69832309,Beagle,True,Senior,Male,Medium,Coco's Cupboard,GA787,30269,3,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
775,69796695,English Bulldog,True,Adult,Male,Medium,Coco's Cupboard,GA787,30269,3,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
776,69730879,English Bulldog,True,Senior,Male,Large,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
777,69424952,Pit Bull Terrier,True,Adult,Male,Medium,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
778,69424951,Pit Bull Terrier,True,Adult,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
779,65596067,Mixed Breed,False,Adult,Female,Medium,Coco's Cupboard,GA787,30269,4,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
780,64171916,Mixed Breed,False,Adult,Female,Medium,Coco's Cupboard,GA787,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
781,63449059,Staffordshire Bull Terrier,True,Adult,Female,Medium,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
782,62687158,Husky,True,Adult,Male,Large,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
783,61867100,Labrador Retriever,True,Adult,Male,Medium,Coco's Cupboard,GA787,30269,3,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
784,58781097,Hound,True,Adult,Female,Medium,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
785,58715220,German Shepherd Dog,True,Adult,Male,Medium,Coco's Cupboard,GA787,30269,3,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
786,58715224,Catahoula Leopard Dog,False,Adult,Male,Extra Large,Coco's Cupboard,GA787,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
787,56010053,Pit Bull Terrier,True,Senior,Female,Medium,Coco's Cupboard,GA787,30269,6,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
788,53941334,Pit Bull Terrier,False,Adult,Female,Medium,Coco's Cupboard,GA787,30269,4,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
789,52023231,Cane Corso,True,Senior,Female,Large,Coco's Cupboard,GA787,30269,3,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
790,50126308,Shepherd,True,Adult,Female,Medium,Coco's Cupboard,GA787,30269,6,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
791,49661035,Mixed Breed,True,Adult,Female,Medium,Freedom Bridge Animal Rescue,GA988,30269,5,"Peachtree City , GA","Vaccinations up to date, spayed / neutered.",,
792,73693422,Chocolate Labrador Retriever,True,Young,Female,Medium,"Hearts 'n Homes Rescue, Inc.",GA993,30277,6,"Sharpsburg, GA","Vaccinations up to date, spayed / neutered.",250,250.0
793,73662514,Rat Terrier,True,Adult,Female,Small,New Rattitude - national Rat Terrier rescue,GA558,30277,3,"Sharpsburg, GA","Vaccinations up to date, spayed / neutered.",,
794,73595681,Pit Bull Terrier,True,Young,Male,Medium,"Hearts 'n Homes Rescue, Inc.",GA993,30277,1,"Sharpsburg, GA","Vaccinations up to date, spayed / neutered.",200,200.0
795,73569965,Labrador Retriever,True,Baby,Female,Medium,"Hearts 'n Homes Rescue, Inc.",GA993,30277,3,"Sharpsburg, GA",Vaccinations up to date.,250,250.0
796,72843688,Staffordshire Bull Terrier,True,Adult,Male,Large,"Hearts 'n Homes Rescue, Inc.",GA993,30277,5,"Sharpsburg, GA","Vaccinations up to date, spayed / neutered.",200,200.0
797,72643478,Black Mouth Cur,True,Young,Male,Medium,"Hearts 'n Homes Rescue, Inc.",GA993,30277,6,"Sharpsburg, GA","Vaccinations up to date, spayed / neutered.",200,200.0
798,72200001,Pointer,True,Young,Male,Medium,"Hearts 'n Homes Rescue, Inc.",GA993,30277,6,"Sharpsburg, GA","Vaccinations up to date, spayed / neutered.",250,250.0
799,72171656,Mixed Breed,False,Young,Female,Medium,"Hearts 'n Homes Rescue, Inc.",GA993,30277,6,"Sharpsburg, GA","Vaccinations up to date, spayed / neutered.",250,250.0
800,41299866,Staffordshire Bull Terrier,True,Adult,Male,Medium,"BullyWag, Inc.",GA665,30269,1,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
801,41160374,Labrador Retriever,True,Adult,Female,Medium,"BullyWag, Inc.",GA665,30269,3,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
802,41155616,Labrador Retriever,True,Adult,Female,Medium,"BullyWag, Inc.",GA665,30269,5,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
803,41019912,Labrador Retriever,True,Adult,Female,Medium,"BullyWag, Inc.",GA665,30269,5,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
804,40713643,Retriever,True,Adult,Female,Medium,"BullyWag, Inc.",GA665,30269,3,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
805,31135944,American Staffordshire Terrier,True,Adult,Female,Medium,"BullyWag, Inc.",GA665,30269,2,"Peachtree City, GA","Vaccinations up to date, spayed / neutered.",,
806,73652091,Chihuahua,True,Baby,Female,Small,Circle of Friends Animal Society Inc.,GA477,30052,5,"Loganville, GA","Vaccinations up to date, spayed / neutered.",195,195.0
807,73651862,Chihuahua,True,Baby,Male,Small,Circle of Friends Animal Society Inc.,GA477,30052,4,"Loganville, GA","Vaccinations up to date, spayed / neutered.",195,195.0
808,73651807,Chihuahua,True,Baby,Male,Small,Circle of Friends Animal Society Inc.,GA477,30052,5,"Loganville, GA","Vaccinations up to date, spayed / neutered.",195,195.0
809,73576066,Chihuahua,True,Adult,Female,Small,Circle of Friends Animal Society Inc.,GA477,30052,5,"Loganville, GA","Vaccinations up to date, spayed / neutered.",195,195.0
810,73250891,Pit Bull Terrier,True,Adult,Female,Medium,Circle of Friends Animal Society Inc.,GA477,30052,6,"Loganville, GA","Vaccinations up to date, spayed / neutered.",195,195.0
811,73161022,Pit Bull Terrier,True,Baby,Female,Medium,Circle of Friends Animal Society Inc.,GA477,30052,6,"Loganville, GA","Vaccinations up to date, spayed / neutered.",195,195.0
812,72471564,Anatolian Shepherd,True,Adult,Male,Large,Circle of Friends Animal Society Inc.,GA477,30052,5,"Loganville, GA","Vaccinations up to date, spayed / neutered.",195,195.0
813,61815701,Dutch Shepherd,True,Young,Female,Medium,Circle of Friends Animal Society Inc.,GA477,30052,6,"Loganville, GA","Vaccinations up to date, spayed / neutered.",,
814,73331783,American Bulldog,True,Baby,Male,Medium,Sanctuary in the South,AL511,31811,6,"Hamilton, GA",Vaccinations up to date.,250,250.0
815,73327689,Whippet,True,Baby,Male,Medium,Sanctuary in the South,AL511,31811,6,"Hamilton, GA",Vaccinations up to date.,250,250.0
816,73327541,American Staffordshire Terrier,True,Adult,Female,Medium,Sanctuary in the South,AL511,31811,6,"Hamilton, GA","Vaccinations up to date, spayed / neutered.",150,150.0
817,73326954,American Bulldog,True,Young,Female,Medium,Sanctuary in the South,AL511,31811,6,"Hamilton, GA","Vaccinations up to date, spayed / neutered.",150,150.0
818,73023459,American Staffordshire Terrier,True,Adult,Female,Medium,Sanctuary in the South,AL511,31811,6,"Hamilton, GA","Vaccinations up to date, spayed / neutered.",150,150.0
819,73023016,Border Collie,True,Adult,Male,Large,Sanctuary in the South,AL511,31811,6,"Hamilton, GA","Vaccinations up to date, spayed / neutered.",75,75.0
820,72746606,American Bulldog,True,Adult,Female,Large,Sanctuary in the South,AL511,31811,6,"Hamilton, GA","Vaccinations up to date, spayed / neutered.",,
821,72421879,Boxer,True,Adult,Female,Medium,Sanctuary in the South,AL511,31811,6,"Hamilton, GA","Vaccinations up to date, spayed / neutered.",150,150.0
822,72286077,Boxer,True,Adult,Male,Medium,Sanctuary in the South,AL511,31811,6,"Hamilton, GA","Vaccinations up to date, spayed / neutered.",150,150.0
823,72283400,American Staffordshire Terrier,True,Adult,Male,Medium,Sanctuary in the South,AL511,31811,6,"Hamilton, GA","Vaccinations up to date, spayed / neutered.",150,150.0
824,72283176,Staffordshire Bull Terrier,True,Adult,Male,Medium,Sanctuary in the South,AL511,31811,6,"Hamilton, GA","Vaccinations up to date, spayed / neutered.",150,150.0
825,71447232,Black Mouth Cur,True,Adult,Female,Medium,Sanctuary in the South,AL511,31811,6,"Hamilton, GA","Vaccinations up to date, spayed / neutered.",150,150.0
826,72636307,Black Labrador Retriever,False,Young,Male,Large,Washington Wilkes Humane Animal Shelter,GA152,30673,1,"Washington, GA","Vaccinations up to date, spayed / neutered.",,
827,72600410,American Bulldog,False,Adult,Female,Medium,Washington Wilkes Humane Animal Shelter,GA152,30673,3,"Washington, GA","Vaccinations up to date, spayed / neutered.",,
828,72573898,Doberman Pinscher,True,Adult,Female,Medium,Washington Wilkes Humane Animal Shelter,GA152,30673,4,"Washington, GA","Vaccinations up to date, spayed / neutered.",,
829,71194101,Spaniel,False,Senior,Female,Medium,Washington Wilkes Humane Animal Shelter,GA152,30673,4,"Washington, GA","Vaccinations up to date, spayed / neutered.",,
830,71193680,Labrador Retriever,True,Young,Male,Medium,Washington Wilkes Humane Animal Shelter,GA152,30673,5,"Washington, GA","Vaccinations up to date, spayed / neutered.",,
831,71193337,Labrador Retriever,True,Young,Female,Medium,Washington Wilkes Humane Animal Shelter,GA152,30673,3,"Washington, GA","Vaccinations up to date, spayed / neutered.",,
832,71050323,Hound,False,Adult,Male,Medium,Washington Wilkes Humane Animal Shelter,GA152,30673,4,"Washington, GA","Vaccinations up to date, spayed / neutered.",,
833,70931966,Cattle Dog,False,Adult,Male,Medium,Washington Wilkes Humane Animal Shelter,GA152,30673,4,"Washington, GA",,,
834,69754228,Pit Bull Terrier,False,Adult,Male,Medium,Washington Wilkes Humane Animal Shelter,GA152,30673,3,"Washington, GA",,,
835,65659508,Labrador Retriever,False,Adult,Male,Large,Washington Wilkes Humane Animal Shelter,GA152,30673,4,"Washington, GA","Vaccinations up to date, spayed / neutered.",,
836,63937348,Husky,False,Adult,Male,Medium,Washington Wilkes Humane Animal Shelter,GA152,30673,4,"Washington, GA","Vaccinations up to date, spayed / neutered.",,
837,63136700,American Bulldog,False,Adult,Female,Medium,Washington Wilkes Humane Animal Shelter,GA152,30673,3,"Washington, GA",Vaccinations up to date.,,
838,60126082,Pit Bull Terrier,False,Adult,Male,Large,Washington Wilkes Humane Animal Shelter,GA152,30673,3,"Washington, GA","Vaccinations up to date, spayed / neutered.",,
839,59269120,Labrador Retriever,False,Adult,Male,Large,Washington Wilkes Humane Animal Shelter,GA152,30673,6,"Washington, GA","Vaccinations up to date, spayed / neutered.",,
840,38278658,Feist,True,Senior,Male,Medium,Little Nuggets Rescue,GA698,30039,3,"Snellville, GA","Vaccinations up to date, spayed / neutered.",350,350.0
841,36429068,Rat Terrier,True,Adult,Male,Small,Little Nuggets Rescue,GA698,30039,2,"Snellville, GA","Vaccinations up to date, spayed / neutered.",300,300.0
842,73711379,Dutch Shepherd,False,Young,Male,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
843,73495546,German Shepherd Dog,True,Adult,Female,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
844,73468524,German Shepherd Dog,False,Young,Male,Large,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,1,"Loganville, GA",Spayed / neutered.,,
845,73424534,Anatolian Shepherd,True,Young,Female,Large,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,2,"Loganville, GA",,,
846,73397818,German Shepherd Dog,False,Young,Female,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,1,"Loganville, GA",,,
847,73386121,German Shepherd Dog,False,Adult,Female,Large,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,1,"Loganville, GA",Spayed / neutered.,,
848,73386127,Labrador Retriever,True,Adult,Female,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,2,"Loganville, GA",,,
849,73386128,German Shepherd Dog,False,Adult,Male,Large,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
850,73386124,German Shepherd Dog,False,Young,Male,Large,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,2,"Loganville, GA",,,
851,73347132,Labrador Retriever,False,Young,Male,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,2,"Loganville, GA",Spayed / neutered.,,
852,73347130,Labrador Retriever,False,Young,Male,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,2,"Loganville, GA",Spayed / neutered.,,
853,73347131,German Shepherd Dog,False,Adult,Male,Large,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,0,"Loganville, GA",Spayed / neutered.,,
854,73298339,German Shepherd Dog,False,Young,Female,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
855,73221678,Dutch Shepherd,False,Young,Female,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",,,
856,73196482,German Shepherd Dog,True,Young,Male,Large,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
857,73196481,Labrador Retriever,False,Adult,Male,Large,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,1,"Loganville, GA",Spayed / neutered.,,
858,73167382,German Shepherd Dog,True,Young,Female,Large,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
859,73167380,Belgian Shepherd / Malinois,False,Young,Female,Large,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
860,73049300,Belgian Shepherd / Malinois,True,Young,Male,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,1,"Loganville, GA",Spayed / neutered.,,
861,72892349,German Shepherd Dog,True,Baby,Female,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",,,
862,72892347,German Shepherd Dog,True,Baby,Female,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,1,"Loganville, GA",,,
863,72865385,Boxer,False,Young,Female,Medium,Out of the Box Boxer Rescue,GA923,30052,3,"Loganville, GA","Vaccinations up to date, spayed / neutered.",275,275.0
864,72851705,German Shepherd Dog,True,Baby,Female,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",,,
865,72295935,German Shepherd Dog,False,Adult,Male,Large,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
866,72270568,German Shepherd Dog,False,Young,Male,Large,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
867,72270567,Belgian Shepherd / Malinois,True,Young,Male,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
868,72056990,German Shepherd Dog,False,Adult,Female,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
869,71749644,German Shepherd Dog,False,Young,Female,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,2,"Loganville, GA",Spayed / neutered.,,
870,69042357,German Shepherd Dog,True,Young,Female,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
871,69022455,Labrador Retriever,True,Adult,Female,Medium,"Leica's ""Saving Paws"" Rescue, Inc.",GA1047,30052,3,"Loganville, GA",Spayed / neutered.,,
872,65813248,Boxer,False,Baby,Female,Medium,Out of the Box Boxer Rescue,GA923,30052,3,"Loganville, GA","Vaccinations up to date, spayed / neutered.",275,275.0
873,63555323,Mixed Breed,False,Young,Male,Large,PAWS Atlanta,GA914,30035,6,"Decatur, GA","Vaccinations up to date, spayed / neutered, special needs.",,
874,62731418,Staffordshire Bull Terrier,False,Adult,Female,Medium,PAWS Atlanta,GA914,30035,6,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
875,62485660,Mixed Breed,False,Adult,Female,Large,PAWS Atlanta,GA914,30035,6,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
876,61242618,Mixed Breed,False,Adult,Female,Medium,PAWS Atlanta,GA914,30035,5,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
877,60410655,Mixed Breed,False,Adult,Female,Large,PAWS Atlanta,GA914,30035,6,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
878,60410635,Hound,False,Baby,Female,Large,PAWS Atlanta,GA914,30035,2,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
879,60410548,Pit Bull Terrier,False,Adult,Female,Medium,PAWS Atlanta,GA914,30035,6,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
880,60380014,American Staffordshire Terrier,False,Adult,Male,Large,PAWS Atlanta,GA914,30035,4,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
881,60379025,Mixed Breed,False,Adult,Female,Medium,PAWS Atlanta,GA914,30035,5,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
882,60314385,Mixed Breed,False,Adult,Male,Large,PAWS Atlanta,GA914,30035,6,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
883,60314374,Mixed Breed,False,Adult,Male,Large,PAWS Atlanta,GA914,30035,6,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
884,60313350,Mixed Breed,False,Adult,Male,Large,PAWS Atlanta,GA914,30035,5,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
885,59480701,American Bulldog,True,Adult,Male,Large,PAWS Atlanta,GA914,30035,5,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
886,59268238,Hound,True,Adult,Male,Medium,PAWS Atlanta,GA914,30035,1,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
887,59268202,Mixed Breed,False,Adult,Male,Medium,PAWS Atlanta,GA914,30035,6,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
888,59163568,Mixed Breed,False,Adult,Female,Medium,PAWS Atlanta,GA914,30035,6,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
889,59096991,Mixed Breed,False,Adult,Female,Medium,PAWS Atlanta,GA914,30035,5,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
890,59088415,Mixed Breed,False,Young,Male,Large,PAWS Atlanta,GA914,30035,2,"Decatur, GA",,250,250.0
891,59086139,Mixed Breed,False,Adult,Male,Medium,PAWS Atlanta,GA914,30035,6,"Decatur, GA","Vaccinations up to date, spayed / neutered.",250,250.0
892,57302926,Mixed Breed,False,Young,Female,Medium,PAWS Atlanta,GA914,30035,6,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
893,57289072,Pit Bull Terrier,True,Senior,Male,Medium,PAWS Atlanta,GA914,30035,2,"Decatur, GA","Vaccinations up to date, spayed / neutered.",175,175.0
894,57288962,Pit Bull Terrier,True,Adult,Female,Large,PAWS Atlanta,GA914,30035,5,"Decatur, GA","Vaccinations up to date, spayed / neutered.",250,250.0
895,55005938,Shepherd,False,Adult,Female,Large,PAWS Atlanta,GA914,30035,5,"Decatur, GA","Vaccinations up to date, spayed / neutered.",250,250.0
896,55005930,Pit Bull Terrier,True,Adult,Male,Large,PAWS Atlanta,GA914,30035,4,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
897,54610963,Mixed Breed,True,Adult,Male,Large,PAWS Atlanta,GA914,30035,6,"Decatur, GA","Vaccinations up to date, spayed / neutered.",,
