pet_id,field,error
73180218,adoption_fee_pet_story,Not found in pet story text
73180201,house_trained,Not found on page
73180201,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x0000000101027648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x000000010101fea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000100a8c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000100ace364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000100b07bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000100ac2f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000100ac3ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x0000000100ff21e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x0000000100ff552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x0000000100fd960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000100ff5df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x0000000100fca890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000101010898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000101010a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x000000010101fb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
73180201,adoption_fee_pet_story,Not found in pet story text
73180148,house_trained,Not found on page
73180148,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x0000000101027648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x000000010101fea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000100a8c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000100ace364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000100b07bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000100ac2f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000100ac3ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x0000000100ff21e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x0000000100ff552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x0000000100fd960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000100ff5df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x0000000100fca890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000101010898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000101010a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x000000010101fb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
73180148,adoption_fee_pet_story,Not found in pet story text
73175695,characteristics,Not found on page
73175695,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x0000000101027648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x000000010101fea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000100a8c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000100ace364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000100b07bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000100ac2f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000100ac3ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x0000000100ff21e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x0000000100ff552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x0000000100fd960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000100ff5df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x0000000100fca890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000101010898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000101010a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x000000010101fb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
73175695,adoption_fee_pet_story,Not found in pet story text
72557120,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x0000000101027648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x000000010101fea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000100a8c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000100ace364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000100b07bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000100ac2f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000100ac3ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x0000000100ff21e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x0000000100ff552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x0000000100fd960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000100ff5df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x0000000100fca890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000101010898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000101010a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x000000010101fb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
72557120,adoption_fee_pet_story,Not found in pet story text
69078106,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x0000000101027648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x000000010101fea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000100a8c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000100ace364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000100b07bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000100ac2f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000100ac3ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x0000000100ff21e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x0000000100ff552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x0000000100fd960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000100ff5df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x0000000100fca890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000101010898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000101010a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x000000010101fb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
69078106,adoption_fee_pet_story,Not found in pet story text
58042676,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x0000000101027648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x000000010101fea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000100a8c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000100ace364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000100b07bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000100ac2f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000100ac3ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x0000000100ff21e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x0000000100ff552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x0000000100fd960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000100ff5df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x0000000100fca890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000101010898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000101010a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x000000010101fb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
58042676,adoption_fee_pet_story,Not found in pet story text
50884446,house_trained,Not found on page
50884446,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x0000000101027648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x000000010101fea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000100a8c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000100ace364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000100b07bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000100ac2f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000100ac3ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x0000000100ff21e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x0000000100ff552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x0000000100fd960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000100ff5df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x0000000100fca890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000101010898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000101010a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x000000010101fb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
50884446,adoption_fee_pet_story,Not found in pet story text
68925293,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
68925293,adoption_fee_pet_story,Not found in pet story text
68925228,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
68925228,adoption_fee_pet_story,Not found in pet story text
68925151,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
68925151,adoption_fee_pet_story,Not found in pet story text
68925030,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
68925030,adoption_fee_pet_story,Not found in pet story text
65294419,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
65294419,adoption_fee_pet_story,Not found in pet story text
64618772,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
64618772,adoption_fee_pet_story,Not found in pet story text
64550781,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
64550781,adoption_fee_pet_story,Not found in pet story text
64511250,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
64511250,adoption_fee_pet_story,Not found in pet story text
64510970,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
64510970,adoption_fee_pet_story,Not found in pet story text
59411231,house_trained,Not found on page
59411231,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
59411231,adoption_fee_pet_story,Not found in pet story text
59411227,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
59411227,adoption_fee_pet_story,Not found in pet story text
59411203,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
59411203,adoption_fee_pet_story,Not found in pet story text
59259164,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x00000001015c7648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x00000001015bfea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x000000010102c104 cxxbridge1$string$len + 88416
3   chromedriver                        0x000000010106e364 cxxbridge1$string$len + 359360
4   chromedriver                        0x00000001010a7bd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000101062f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000101063ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001015921e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010159552c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x000000010157960c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000101595df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x000000010156a890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x00000001015b0898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x00000001015b0a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x00000001015bfb40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
59259164,adoption_fee_pet_story,Not found in pet story text
