pet_id,field,error
72299341,characteristics,Not found on page
72299341,house_trained,Not found on page
72299341,health,Not found on page
72299341,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010514b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000105143ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000104bb0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000104bf2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000104c2bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000104be6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000104be7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001051161e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010511952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001050fd60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000105119df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001050ee890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000105134898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000105134a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000105143b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
72299341,adoption_fee_pet_story_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010514b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000105143ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000104bb0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000104bf2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000104c2bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000104be6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000104be7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001051161e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010511952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001050fd60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000105119df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001050ee890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000105134898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000105134a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000105143b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
72236429,characteristics,Not found on page
72236429,house_trained,Not found on page
72236429,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010514b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000105143ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000104bb0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000104bf2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000104c2bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000104be6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000104be7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001051161e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010511952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001050fd60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000105119df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001050ee890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000105134898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000105134a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000105143b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
72236429,adoption_fee_pet_story_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010514b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000105143ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000104bb0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000104bf2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000104c2bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000104be6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000104be7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001051161e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010511952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001050fd60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000105119df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001050ee890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000105134898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000105134a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000105143b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
72236431,characteristics,Not found on page
72236431,house_trained,Not found on page
72236431,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010514b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000105143ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000104bb0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000104bf2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000104c2bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000104be6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000104be7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001051161e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010511952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001050fd60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000105119df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001050ee890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000105134898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000105134a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000105143b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
72236431,adoption_fee_pet_story_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010514b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000105143ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000104bb0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000104bf2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000104c2bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000104be6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000104be7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001051161e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010511952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001050fd60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000105119df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001050ee890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000105134898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000105134a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000105143b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
72175325,characteristics,Not found on page
72175325,house_trained,Not found on page
72175325,health,Not found on page
72175325,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010514b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000105143ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000104bb0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000104bf2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000104c2bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000104be6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000104be7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001051161e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010511952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001050fd60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000105119df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001050ee890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000105134898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000105134a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000105143b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
72175325,adoption_fee_pet_story_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010514b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000105143ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000104bb0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000104bf2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000104c2bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000104be6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000104be7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001051161e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010511952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001050fd60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000105119df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001050ee890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000105134898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000105134a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000105143b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
72175323,characteristics,Not found on page
72175323,house_trained,Not found on page
72175323,health,Not found on page
72175323,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010514b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000105143ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000104bb0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000104bf2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000104c2bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000104be6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000104be7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001051161e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010511952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001050fd60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000105119df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001050ee890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000105134898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000105134a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000105143b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
72175323,adoption_fee_pet_story_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010514b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000105143ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000104bb0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000104bf2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000104c2bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000104be6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000104be7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001051161e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010511952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001050fd60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000105119df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001050ee890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000105134898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000105134a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000105143b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
72145543,characteristics,Not found on page
72145543,house_trained,Not found on page
72145543,health,Not found on page
72145543,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010514b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000105143ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000104bb0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000104bf2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000104c2bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000104be6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000104be7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001051161e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010511952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001050fd60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000105119df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001050ee890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000105134898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000105134a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000105143b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
72145543,adoption_fee_pet_story_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010514b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000105143ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x0000000104bb0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x0000000104bf2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x0000000104c2bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x0000000104be6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x0000000104be7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001051161e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010511952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001050fd60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000105119df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001050ee890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000105134898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000105134a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000105143b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
70241892,house_trained,Not found on page
70241892,health,Not found on page
70241728,house_trained,Not found on page
70235068,house_trained,Not found on page
70217727,house_trained,Not found on page
70217568,house_trained,Not found on page
73726106,characteristics,Not found on page
73726106,house_trained,Not found on page
73726106,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010283b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000102833ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x00000001022a0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x00000001022e2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x000000010231bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x00000001022d6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x00000001022d7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001028061e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010280952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001027ed60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000102809df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001027de890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000102824898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000102824a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000102833b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
73726106,adoption_fee_pet_story,Not found in pet story text
73726066,characteristics,Not found on page
73726066,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010283b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000102833ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x00000001022a0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x00000001022e2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x000000010231bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x00000001022d6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x00000001022d7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001028061e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010280952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001027ed60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000102809df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001027de890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000102824898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000102824a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000102833b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
73726066,adoption_fee_pet_story,Not found in pet story text
73726029,characteristics,Not found on page
73726029,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010283b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000102833ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x00000001022a0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x00000001022e2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x000000010231bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x00000001022d6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x00000001022d7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001028061e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010280952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001027ed60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000102809df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001027de890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000102824898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000102824a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000102833b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
73726029,adoption_fee_pet_story,Not found in pet story text
73655138,house_trained,Not found on page
73655138,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010283b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000102833ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x00000001022a0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x00000001022e2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x000000010231bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x00000001022d6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x00000001022d7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001028061e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010280952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001027ed60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000102809df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001027de890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000102824898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000102824a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000102833b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
73655138,adoption_fee_pet_story,Not found in pet story text
73655123,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010283b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000102833ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x00000001022a0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x00000001022e2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x000000010231bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x00000001022d6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x00000001022d7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001028061e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010280952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001027ed60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000102809df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001027de890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000102824898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000102824a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000102833b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
73655123,adoption_fee_pet_story,Not found in pet story text
73655051,house_trained,Not found on page
73655051,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010283b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000102833ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x00000001022a0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x00000001022e2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x000000010231bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x00000001022d6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x00000001022d7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001028061e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010280952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001027ed60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000102809df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001027de890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000102824898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000102824a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000102833b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
73655051,adoption_fee_pet_story,Not found in pet story text
73655037,house_trained,Not found on page
73655037,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010283b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000102833ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x00000001022a0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x00000001022e2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x000000010231bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x00000001022d6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x00000001022d7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001028061e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010280952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001027ed60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000102809df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001027de890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000102824898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000102824a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000102833b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
73655037,adoption_fee_pet_story,Not found in pet story text
73325882,house_trained,Not found on page
73325825,house_trained,Not found on page
70614316,house_trained,Not found on page
73610112,characteristics,Not found on page
73610112,house_trained,Not found on page
73610112,health,Not found on page
73610112,adoption_fee_about_section,"Message: 
Stacktrace:
0   chromedriver                        0x000000010283b648 cxxbridge1$str$ptr + 3645404
1   chromedriver                        0x0000000102833ea8 cxxbridge1$str$ptr + 3614780
2   chromedriver                        0x00000001022a0104 cxxbridge1$string$len + 88416
3   chromedriver                        0x00000001022e2364 cxxbridge1$string$len + 359360
4   chromedriver                        0x000000010231bbd0 cxxbridge1$string$len + 594988
5   chromedriver                        0x00000001022d6f54 cxxbridge1$string$len + 313264
6   chromedriver                        0x00000001022d7ba4 cxxbridge1$string$len + 316416
7   chromedriver                        0x00000001028061e8 cxxbridge1$str$ptr + 3427196
8   chromedriver                        0x000000010280952c cxxbridge1$str$ptr + 3440320
9   chromedriver                        0x00000001027ed60c cxxbridge1$str$ptr + 3325856
10  chromedriver                        0x0000000102809df0 cxxbridge1$str$ptr + 3442564
11  chromedriver                        0x00000001027de890 cxxbridge1$str$ptr + 3265060
12  chromedriver                        0x0000000102824898 cxxbridge1$str$ptr + 3551788
13  chromedriver                        0x0000000102824a14 cxxbridge1$str$ptr + 3552168
14  chromedriver                        0x0000000102833b40 cxxbridge1$str$ptr + 3613908
15  libsystem_pthread.dylib             0x00000001804eb034 _pthread_start + 136
16  libsystem_pthread.dylib             0x00000001804e5e3c thread_start + 8
"
73610112,adoption_fee_pet_story,Not found in pet story text
73610111,characteristics,Not found on page
73610111,house_trained,Not found on page
73610111,health,Not found on page
