pet_id,pet_name,primary_breed,secondary_breed,mixed_breed,age,gender,size,primary_colour,secondary_colour,coat_length,shelter_name,shelter_id,zip_code,num_photos,children,cats,other_dogs,other_animals,fee_waived,pet_location,characteristics,house_trained,health
72058349,Walter,Chihuahua,,False,Adult,Male,Small,Apricot / Beige,,Short,"Humane Society of Houston County, Inc",GA553,31028,2,,,False,,False,"Centerville, GA","Friendly, Affectionate, Gentle, Dignified, Quiet, Couch potato, Loves Kisses",Yes,"Vaccinations up to date, spayed / neutered, special needs."
71241705,Tom,Yellow Labrador Retriever,,True,Young,Male,Medium,Golden,,Short,"Humane Society of Houston County, Inc",GA553,31028,1,True,,True,,False,"Centerville, GA","Friendly, Affectionate, Playful, Smart, Athletic, Funny, Curious, Loves Kisses, House Trained, Loves Everyone",Yes,"Vaccinations up to date, spayed / neutered."
71241168,CJ,Chihuahua,,False,Adult,Female,Small,Apricot / Beige,,Short,"Humane Society of Houston County, Inc",GA553,31028,1,False,,True,,False,"Centerville, GA","Friendly, Affectionate, Loyal, Dignified, Funny, Loves Kisses",Yes,"Vaccinations up to date, spayed / neutered."
71174457,Bagel,Mixed Breed,,False,Adult,Male,Large,Brindle,,Short,"Humane Society of Houston County, Inc",GA553,31028,5,True,,True,,False,"Centerville, GA","Friendly, Affectionate, Playful",Yes,"Vaccinations up to date, spayed / neutered."
70280385,Tucker,Terrier,,False,Adult,Male,Medium,Black,,Short,"Humane Society of Houston County, Inc",GA553,31028,4,True,True,True,,False,"Centerville, GA","Friendly, Affectionate, Gentle, Playful, Smart, Funny, Athletic, Curious, Loves Kisses, Loves Kisses",Yes,"Vaccinations up to date, spayed / neutered."
70278802,Jasper,Mixed Breed,,False,Young,Male,Medium,White / Cream,Brown / Chocolate,Short,"Humane Society of Houston County, Inc",GA553,31028,5,True,,True,,False,"Centerville, GA","Friendly, Playful, Smart, Athletic",Yes,"Vaccinations up to date, spayed / neutered."
70278692,Jaime ,Mixed Breed,,False,Young,Female,Medium,,,Short,"Humane Society of Houston County, Inc",GA553,31028,5,True,,True,,False,"Centerville, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
69883518,Brown sugar ,Hound,,True,Adult,Female,Medium,Brown / Chocolate,,Short,"Humane Society of Houston County, Inc",GA553,31028,6,True,,True,,False,"Centerville, GA","Friendly, Affectionate, Gentle, Playful, Smart, Independent, Funny, Athletic, Loves Kisses, Curious",Yes,"Vaccinations up to date, spayed / neutered."
69370765,Sunflower,Mixed Breed,,False,Young,Female,Medium,Red / Chestnut / Orange,,Short,"Humane Society of Houston County, Inc",GA553,31028,4,True,,,,False,"Centerville, GA","Friendly, Affectionate, Gentle, Playful, Smart, Athletic, Funny, Curious, Brave, Couch potato, Loves Kisses",Yes,"Vaccinations up to date, spayed / neutered."
69117971,Lucas,Terrier,,True,Adult,Male,Medium,Yellow / Tan / Blond / Fawn,,Short,"Humane Society of Houston County, Inc",GA553,31028,3,True,,True,,False,"Centerville, GA","Friendly, Affectionate, Loyal, Playful, Smart, Athletic, Independent, Loves kisses, Brave, Funny, Couch Potato",Yes,Vaccinations up to date.
72145543,RAMONA,Mixed Breed,,False,Young,Female,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72037365,MURPHY,Labrador Retriever,Mixed Breed,True,Baby,Male,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72037363,DANA,Labrador Retriever,Mixed Breed,True,Baby,Female,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72037361,LEO,Mixed Breed,,False,Baby,Male,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
72017480,SWEET TART,Labrador Retriever,Mixed Breed,True,Young,Female,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
72017484,WINDY,Mixed Breed,,False,Adult,Female,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72017479,MERICA,Mixed Breed,,False,Young,Male,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
71921132,MARY,Labrador Retriever,Mixed Breed,True,Young,Female,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
71921106,BARRY,Labrador Retriever,Mixed Breed,True,Young,Male,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
71921120,SASSY,Mixed Breed,,False,Young,Female,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
71921118,REGINA,Labrador Retriever,Mixed Breed,True,Young,Female,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
71219021,CURLY,Bearded Collie,Mixed Breed,True,Young,Male,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
71198333,SWEETIE,Mixed Breed,,False,Young,Female,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
72481712,Leia,Labrador Retriever,Pit Bull Terrier,True,Young,Female,Medium,,,,Furever After Rescue,GA793,31210,6,True,,True,,False,"Macon, GA",N/A,Yes,Spayed / neutered.
72321340,Java,Hound,Mixed Breed,True,Young,Female,Medium,,,,Furever After Rescue,GA793,31210,6,True,,,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
72280887,Latte,Australian Cattle Dog / Blue Heeler,German Shepherd Dog,True,Young,Male,Medium,,,,Furever After Rescue,GA793,31210,6,,,True,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
71963278,Opal,Labrador Retriever,Pit Bull Terrier,True,Adult,Female,Medium,,,,Furever After Rescue,GA793,31210,6,True,,True,,False,"Macon, GA",N/A,Yes,"Spayed / neutered, special needs."
71390748,Roxy,Jack Russell Terrier,Mixed Breed,True,Adult,Female,Small,,,,Furever After Rescue,GA793,31210,6,,False,False,,False,"Macon, GA",N/A,Yes,Spayed / neutered.
71003593,Midnight,Pit Bull Terrier,Labrador Retriever,True,Adult,Female,Medium,,,,Furever After Rescue,GA793,31210,6,True,True,True,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
70950490,Merry,Boxer,Black Mouth Cur,True,Young,Female,Large,,,,Furever After Rescue,GA793,31210,6,True,True,True,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
70580940,Peter aka Max,Pit Bull Terrier,Mixed Breed,True,Adult,Male,Medium,,,,Furever After Rescue,GA793,31210,6,,,True,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
70250580,Midnight aka Milo,Pit Bull Terrier,Mixed Breed,True,Adult,Male,Large,,,,Furever After Rescue,GA793,31210,6,,False,True,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
69961299,Queen,American Staffordshire Terrier,,False,Adult,Female,Large,,,,Furever After Rescue,GA793,31210,6,True,,True,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
69886854,Grace,Labrador Retriever,Pit Bull Terrier,True,Young,Female,Medium,,,,Furever After Rescue,GA793,31210,6,True,,True,,False,"Macon, GA",N/A,Yes,Spayed / neutered.
69681026,Hilly aka Opal,Pit Bull Terrier,,False,Young,Female,Medium,,,,Furever After Rescue,GA793,31210,6,True,,True,,False,"Macon, GA",N/A,Yes,Spayed / neutered.
69626055,Sheila aka Havoc,Hound,Pit Bull Terrier,True,Adult,Female,Medium,,,,Furever After Rescue,GA793,31210,6,,True,True,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
65025998,Iris,Labrador Retriever,Dogo Argentino,True,Young,Female,Medium,,,,Furever After Rescue,GA793,31210,6,True,,True,,False,"Macon, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
64817541,Dot aka Koda,Australian Cattle Dog / Blue Heeler,Chow Chow,True,Adult,Female,Medium,,,,Furever After Rescue,GA793,31210,6,True,False,True,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
60013363,Rocky aka Ace,Pit Bull Terrier,Labrador Retriever,True,Adult,Male,Large,,,,Furever After Rescue,GA793,31210,6,True,True,True,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
59809326,Jake,Labrador Retriever,Pit Bull Terrier,True,Adult,Male,Medium,,,,Furever After Rescue,GA793,31210,5,,,,,False,"Macon, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
56729973,Tyson,American Bulldog,Mixed Breed,True,Adult,Male,Large,,,,Furever After Rescue,GA793,31210,6,,False,,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
56023663,Hazel,Pit Bull Terrier,Mixed Breed,True,Adult,Female,Medium,,,,Furever After Rescue,GA793,31210,6,,False,,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
55504662,Otto,Pit Bull Terrier,Boxer,True,Adult,Male,Large,,,,Furever After Rescue,GA793,31210,6,True,,True,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
49917428,Sheba,Bull Terrier,German Shepherd Dog,True,Adult,Female,Medium,,,,Furever After Rescue,GA793,31210,6,True,False,,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
49710624,Jupiter,Bull Terrier,Mixed Breed,True,Adult,Female,Medium,,,,Furever After Rescue,GA793,31210,6,,,True,,False,"Macon, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
73737377,Roy,Beagle,American Foxhound,True,Adult,Male,Medium,"Tricolor (Brown, Black, & White)",,Short,City of Perry Animal Control,GA1063,31069,4,True,,True,,False,"Perry, GA","Affectionate, Athletic, Brave, Curious, Friendly",Yes,N/A
52584276,Gemma,Australian Shepherd,Husky,True,Senior,Female,Medium,Red / Chestnut / Orange,White / Cream,Medium,Australian Shepherds Furever,CA2261,31069,4,True,False,True,,False,"Perry, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
72880179,Hero. (Billy),Labrador Retriever,Hound,True,Adult,Male,Medium,,,,Friends of Perry Animal Shelter,GA168,31069,1,True,,True,,False,"Perry, GA",N/A,Yes,Spayed / neutered.
72723063,Hopper,Labrador Retriever,American Bulldog,True,Adult,Male,Medium,,,,Friends of Perry Animal Shelter,GA168,31069,3,True,,True,,False,"Perry, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
72631355,Farah,Terrier,,False,Adult,Female,Medium,,,,Friends of Perry Animal Shelter,GA168,31069,1,,,,,False,"Perry, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
66652192,Lola,Mixed Breed,,False,Adult,Female,Large,Apricot / Beige,White / Cream,Short,"Humane Society of Houston County, Inc",GA553,31028,6,,,True,,False,"Centerville, GA","Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Brave, Independent, Funny, Athletic, Quiet, Couch potato, Loves Kisses, Loves Treats",Yes,"Vaccinations up to date, spayed / neutered."
65410113,Andi,Terrier,,False,Adult,Female,Large,,,Short,"Humane Society of Houston County, Inc",GA553,31028,2,True,True,True,,False,"Centerville, GA","Friendly, Affectionate, Gentle, Playful, Smart, Quiet, Loves kisses, Funny, Independent",Yes,"Vaccinations up to date, spayed / neutered."
65410095,Amos,Terrier,,False,Young,Male,Large,,,,"Humane Society of Houston County, Inc",GA553,31028,2,True,True,True,,False,"Centerville, GA","Friendly, Playful, Smart, Curious, Brave, Independent, Funny, Athletic",Yes,"Vaccinations up to date, spayed / neutered."
65162463,Sunshine ,Mixed Breed,,True,Adult,Female,Large,Harlequin,,,"Humane Society of Houston County, Inc",GA553,31028,6,True,True,True,True,False,"Centerville, GA","Friendly, Affectionate, Gentle, Playful, Smart, Quiet, Loves kisses, Athletic, Couch potato, Loyal",Yes,"Vaccinations up to date, spayed / neutered."
59863814,Lucy Lu,Terrier,,True,Adult,Female,Medium,Black,White / Cream,Short,"Humane Society of Houston County, Inc",GA553,31028,6,True,,True,,False,"Centerville, GA","Friendly, Affectionate, Playful, Curious, Loyal, Gentle, Smart, Athletic, Funny, Independent, Brave, Couch potato, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered."
59863747,Daryl Ann,Terrier,,True,Adult,Female,Medium,Brindle,,Short,"Humane Society of Houston County, Inc",GA553,31028,6,True,,True,,False,"Centerville, GA","Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Curious, Independent, Funny, Athletic, Couch potato, Loves kisses, Quiet",Yes,"Vaccinations up to date, spayed / neutered."
56685655,Gus,Terrier,,True,Adult,Male,Large,Brindle,White / Cream,Short,"Humane Society of Houston County, Inc",GA553,31028,6,True,,True,,False,"Centerville, GA","Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Brave, Curious, Independent, Funny, Athletic, Couch potato, Loves kisses, Dignified",Yes,"Vaccinations up to date, spayed / neutered."
54760230,Dean,Labrador Retriever,,False,Adult,Male,Large,White / Cream,Black,Short,"Humane Society of Houston County, Inc",GA553,31028,4,False,False,True,,False,"Centerville, GA","Friendly, Affectionate, Loyal, Gentle, Playful, Protective, Brave, Independent, Couch potato, Loves kisses, Dignified",Yes,"Vaccinations up to date, spayed / neutered, special needs."
54705069,Trevor,Terrier,,True,Young,Male,Medium,Brown / Chocolate,White / Cream,Short,"Humane Society of Houston County, Inc",GA553,31028,6,True,,True,,False,"Centerville, GA","Friendly, Playful, Curious, Funny, Athletic, Loves kisses, Affectionate, Loyal, Gentle, Smart, Independent, Couch potato",Yes,"Vaccinations up to date, spayed / neutered."
53555685,Donnie,Mixed Breed,Terrier,True,Adult,Male,Large,Brindle,,Short,"Humane Society of Houston County, Inc",GA553,31028,3,True,,True,,False,"Centerville, GA","Friendly, Affectionate, Loyal, Playful, Curious, Smart, Funny, Athletic, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered."
53029779,Aki & Natsu,Yorkshire Terrier,,False,Adult,Male,Small,Brown / Chocolate,Black,Medium,"Humane Society of Houston County, Inc",GA553,31028,6,True,,True,,False,"Centerville, GA","Friendly, Gentle, Quiet, Loves kisses, Playful, Funny, Curious, Affectionate",Yes,"Vaccinations up to date, spayed / neutered."
51517788,Mason,Retriever,,False,Young,Male,Medium,Red / Chestnut / Orange,White / Cream,Short,"Humane Society of Houston County, Inc",GA553,31028,1,False,False,True,,False,"Centerville, GA","nervous, playful, active, Friendly, Playful, Independent, Curious",Yes,"Vaccinations up to date, spayed / neutered."
48782415,Benji,Jack Russell Terrier,,False,Adult,Male,Small,Yellow / Tan / Blond / Fawn,,Short,"Humane Society of Houston County, Inc",GA553,31028,4,False,False,False,False,False,"Centerville, GA","Playful, Protective, Curious, Athletic, Smart, loving, active, Friendly",Yes,"Vaccinations up to date, spayed / neutered."
72376691,KARLA,Mixed Breed,,False,Baby,Female,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72376681,ROSIE,Rottweiler,,False,Adult,Female,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72376675,MINNIE,Pit Bull Terrier,Mixed Breed,True,Young,Female,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72376687,HERMAN,Mixed Breed,,False,Young,Male,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72376684,LINCOLN,Pit Bull Terrier,Mixed Breed,True,Adult,Male,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72376688,MARYBELLE,Rottweiler,,False,Young,Female,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72376678,ALEX,Mixed Breed,,False,Young,Male,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
72376677,CALI,Mixed Breed,,False,Young,Female,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72376690,ARYA,Pit Bull Terrier,Mixed Breed,True,Young,Female,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
72376695,MICKEY,Pit Bull Terrier,Mixed Breed,True,Young,Male,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72376676,SOPHIE,Labrador Retriever,Mixed Breed,True,Young,Female,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72376694,DIVA,Mixed Breed,,False,Young,Female,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
72376683,FANG,Mixed Breed,,False,Adult,Male,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72376686,KEVIN,Mixed Breed,,False,Adult,Male,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72376674,KYLIE,German Shepherd Dog,,False,Young,Female,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72376692,BUBBA,Pit Bull Terrier,Mixed Breed,True,Baby,Male,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72299337,ANNA,Mixed Breed,,False,Young,Female,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
72299342,ELSA,Pit Bull Terrier,Mixed Breed,True,Adult,Female,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72299343,TATE,Labrador Retriever,Mixed Breed,True,Young,Male,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
72299338,TIGER,Mixed Breed,,False,Baby,Male,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
72299339,FLIP,Labrador Retriever,Mixed Breed,True,Young,Male,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
72299341,OLAF,Mixed Breed,,False,Baby,Male,Small,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72236429,SANSA,Pit Bull Terrier,Mixed Breed,True,Adult,Female,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
72236431,TYRION,Australian Cattle Dog / Blue Heeler,,False,Young,Male,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,Spayed / neutered.
72175325,THEON,Pit Bull Terrier,,False,Young,Male,Large,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72175323,JON SNOW,Mixed Breed,,False,Young,Male,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
72145543,RAMONA,Mixed Breed,,False,Young,Female,Medium,,,,Macon Bibb County Animal Welfare,GA99,31216,1,,,,,False,"Macon, GA",N/A,N/A,N/A
70475041,Rhett Butler,Labrador Retriever,,True,Baby,Male,Medium,Yellow / Tan / Blond / Fawn,,Short,"Hancock Animal Friends, Inc.",GA1030,31087,4,,,True,,False,"Sparta, GA","Friendly, Affectionate, Playful",Yes,"Vaccinations up to date, spayed / neutered."
70474982,Luvi,Black Labrador Retriever,,True,Baby,Female,Medium,Black,,Short,"Hancock Animal Friends, Inc.",GA1030,31087,3,,,True,,False,"Sparta, GA","Friendly, Affectionate, Playful, Energetic",Yes,"Vaccinations up to date, spayed / neutered."
70241892,Moe,Black Labrador Retriever,,False,Young,Male,Medium,Black,,Medium,City of Sparta,GA1085,31087,2,False,,,,False,"Sparta, GA","Independent, Quiet",N/A,N/A
70241840,Mona,Pit Bull Terrier,,False,Adult,Female,Medium,Gray / Blue / Silver,,Short,City of Sparta,GA1085,31087,3,,,True,,False,"Sparta, GA","Friendly, Affectionate, Playful, Smart, Athletic, Curious, Couch potato, Loves Kisses",Yes,"Vaccinations up to date, spayed / neutered."
70241815,Red,Pit Bull Terrier,,True,Adult,Male,Medium,,,,City of Sparta,GA1085,31087,4,,,True,,False,"Sparta, GA","Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Protective, Athletic, Funny, Curious, Brave, Loves Kisses",Yes,"Vaccinations up to date, spayed / neutered."
70241728,Mocha,Black Labrador Retriever,Pit Bull Terrier,True,Young,Female,Medium,,,Short,City of Sparta,GA1085,31087,5,,,True,,False,"Sparta, GA","Friendly, Affectionate, Playful, Athletic, Funny, Independent",N/A,"Vaccinations up to date, spayed / neutered."
70235068,Lucy,Plott Hound,,False,Adult,Female,Medium,,,,City of Sparta,GA1085,31087,4,True,,True,,False,"Sparta, GA","Friendly, Affectionate, Playful, Smart, Funny, Curious",N/A,"Vaccinations up to date, spayed / neutered."
70217727,Fiona,Pit Bull Terrier,,False,Adult,Female,Medium,Gray / Blue / Silver,,Short,City of Sparta,GA1085,31087,5,True,,True,,False,"Sparta, GA","Friendly, Affectionate, Loyal, Playful, Gentle, Smart, Protective, Athletic, Curious, Brave",N/A,"Vaccinations up to date, spayed / neutered."
70217568,Ethel,Mountain Cur,,False,Young,Female,Medium,Yellow / Tan / Blond / Fawn,,Short,City of Sparta,GA1085,31087,6,,False,True,,False,"Sparta, GA","Friendly, Playful, Smart, Athletic, Funny, Affectionate",N/A,"Vaccinations up to date, spayed / neutered."
73726106,Silas,American Bully,,True,Baby,Male,Medium,Black,White / Cream,Short,Southern Crescent Canine Rescue,GA744,30257,3,True,True,True,,False,"Milner, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73726066,Rufus,Labrador Retriever,Hound,True,Adult,Male,Medium,Red / Chestnut / Orange,White / Cream,Short,Southern Crescent Canine Rescue,GA744,30257,3,True,,True,,False,"Milner, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
73726029,Osda,Black Labrador Retriever,,True,Adult,Female,Medium,Black,White / Cream,Short,Southern Crescent Canine Rescue,GA744,30257,1,True,,True,,False,"Milner, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
73655138,Luca,Hound,,True,Young,Male,Medium,Brindle,,Short,Southern Crescent Canine Rescue,GA744,30257,3,True,,True,,False,"Milner, GA","Affectionate, Curious, Friendly, Smart, Funny, Playful",N/A,"Vaccinations up to date, spayed / neutered."
73655123,Cookie,Mixed Breed,,False,Adult,Female,Medium,Merle (Red),,Short,Southern Crescent Canine Rescue,GA744,30257,3,True,,True,,False,"Milner, GA","Affectionate, Curious, Friendly, Smart, Gentle, Loves, Loyal, Playful",Yes,"Vaccinations up to date, spayed / neutered."
73655051,Josie,Hound,Husky,True,Young,Female,Medium,Black,Brown / Chocolate,Short,Southern Crescent Canine Rescue,GA744,30257,3,True,,True,,False,"Milner, GA","Affectionate, Curious, Friendly, Playful, Funny, Smart",N/A,"Vaccinations up to date, spayed / neutered."
73655037,Jolene,Hound,Husky,True,Young,Female,Medium,Black,Brown / Chocolate,Short,Southern Crescent Canine Rescue,GA744,30257,2,True,,True,,False,"Milner, GA","Affectionate, Curious, Friendly, Playful, Funny, Smart",N/A,"Vaccinations up to date, spayed / neutered."
73325882,Annabelle,Chihuahua,Miniature Pinscher,True,Young,Female,Small,Black,,Short,Southern Crescent Canine Rescue,GA744,30257,2,,,True,,False,"Milner, GA","Affectionate, Brave, Curious, Friendly, Independent, Protective, Smart",N/A,"Vaccinations up to date, spayed / neutered."
73325825,Trixie,Chihuahua,Miniature Pinscher,True,Young,Female,Small,Black,,Short,Southern Crescent Canine Rescue,GA744,30257,2,False,,True,,False,"Milner, GA","Brave, Curious, Independent, Protective, Smart",N/A,"Vaccinations up to date, spayed / neutered."
70614316,Rose,Boxer,American Bully,True,Young,Female,Large,Black,White / Cream,Short,Southern Crescent Canine Rescue,GA744,30257,3,True,,True,,False,"Milner, GA","Friendly, Loyal, Playful, Smart, Curious, Athletic, Loves Kisses",N/A,"Vaccinations up to date, spayed / neutered."
73610112,Candy,Mixed Breed,,False,Adult,Female,Medium,,,,Oconee Regional Humane Society,GA70,30642,3,,,,,False,"Greensboro, GA",N/A,N/A,N/A
73610111,Waylon,Pug,Dachshund,True,Adult,Male,Small,,,,Oconee Regional Humane Society,GA70,30642,3,,,,,False,"Greensboro, GA",N/A,N/A,N/A
73514287,Frieda,Mixed Breed,,False,Adult,Female,Large,,,,Oconee Regional Humane Society,GA70,30642,3,,,,,False,"Greensboro, GA",N/A,N/A,Spayed / neutered.
73060546,Eris,Mixed Breed,,False,Baby,Female,Medium,,,,Oconee Regional Humane Society,GA70,30642,3,,,,,False,"Greensboro, GA",N/A,N/A,Spayed / neutered.
73006919,Clover,Boston Terrier,Mixed Breed,True,Adult,Female,Medium,,,,Oconee Regional Humane Society,GA70,30642,3,,,,,False,"Greensboro, GA",N/A,N/A,Spayed / neutered.
73006916,Daisy,Mixed Breed,,False,Young,Female,Large,,,,Oconee Regional Humane Society,GA70,30642,3,,,,,False,"Greensboro, GA",N/A,N/A,Spayed / neutered.
73743793,MAGNUS,Dachshund,,True,Adult,Male,Small,Red / Chestnut / Orange,,Short,Jasper County Humane Society,GA186,30056,2,,,,,False,"Newborn, GA","Affectionate, Athletic, Couch, Friendly, Funny, Gentle, Loves, Loyal, Playful, Smart",N/A,N/A
73743376,WILLOW,Yellow Labrador Retriever,,True,Young,Female,Medium,Golden,,Short,Jasper County Humane Society,GA186,30056,4,,,,,False,"Newborn, GA","Affectionate, Athletic, Couch, Friendly, Funny, Gentle, Independent, Loves, Loyal, Playful, Smart",N/A,N/A
73743048,SHIRLEY,Black Labrador Retriever,Bluetick Coonhound,True,Baby,Female,Medium,Black,,Short,Jasper County Humane Society,GA186,30056,4,,,,,False,"Newborn, GA","Affectionate, Athletic, Brave, Curious, Friendly, Funny, Gentle, Loves, Loyal, Playful, Smart",N/A,N/A
73742843,LAVERNE,Chocolate Labrador Retriever,Bluetick Coonhound,True,Baby,Female,Medium,Brown / Chocolate,,Short,Jasper County Humane Society,GA186,30056,2,,,,,False,"Newborn, GA","Affectionate, Athletic, Brave, Friendly, Funny, Gentle, Loves, Loyal, Playful, Quiet, Smart",N/A,N/A
73741779,MAPLE,American Staffordshire Terrier,,True,Adult,Female,Medium,"Tricolor (Brown, Black, & White)",,Short,Jasper County Humane Society,GA186,30056,2,True,,True,,False,"Newborn, GA","Affectionate, Athletic, Friendly, Gentle, Loves, Loyal, Quiet",Yes,Vaccinations up to date.
73741465,BOONE,Bavarian Mountain Hound,,False,Senior,Male,Large,Red / Chestnut / Orange,,Short,Jasper County Humane Society,GA186,30056,4,True,,True,,False,"Newborn, GA","Affectionate, Athletic, Brave, Friendly, Funny, Gentle, Independent, Loves, Loyal, Smart",Yes,Vaccinations up to date.
