pet_id,pet_name,primary_breed,secondary_breed,mixed_breed,age,gender,size,primary_colour,secondary_colour,coat_length,shelter_name,shelter_id,zip_code,num_photos,children,cats,other_dogs,other_animals,fee_waived,pet_location,characteristics,house_trained,health
73737460,Mickey,Chiweenie,,True,Baby,Male,Small,Red / Chestnut / Orange,,Short,Jasper County Humane Society,GA186,30056,1,,,,,False,"Newborn, GA","Affectionate, Couch, Friendly, Funny, Gentle, Loves, Loyal, Playful, Quiet",N/A,N/A
73737421,Minnie,Chiweenie,,True,Baby,Female,Small,,,Short,Jasper County Humane Society,GA186,30056,1,,,,,False,"Newborn, GA","Affectionate, Couch, Friendly, Funny, Gentle, Loves, Loyal, Playful",N/A,N/A
73595812,MOE,Feist,,True,Baby,Male,Small,Black,White / Cream,Short,Jasper County Humane Society,GA186,30056,1,,,,,False,"Newborn, GA","Affectionate, Athletic, Brave, Couch, Curious, Playful, Loyal, Loves, Independent, Gentle, Funny, Friendly, Smart",N/A,N/A
73595753,MEANIE,Yellow Labrador Retriever,Feist,True,Baby,Female,Medium,Apricot / Beige,White / Cream,Short,Jasper County Humane Society,GA186,30056,1,,,,,False,"Newborn, GA","Affectionate, Athletic, Brave, Couch, Curious, Friendly, Funny, Gentle, Independent, Loves, Loyal, Playful, Smart",N/A,N/A
73548897,MALIBU,Feist,Jack Russell Terrier,True,Young,Female,Small,,,,Jasper County Humane Society,GA186,30056,3,,,,,False,"Newborn, GA","Affectionate, Athletic, Brave, Couch, Friendly, Funny, Gentle, Loves, Loyal, Playful, Smart, Quiet",N/A,N/A
73546001,BALOO,Staffordshire Bull Terrier,Labrador Retriever,True,Young,Male,Medium,Gray / Blue / Silver,,Short,Jasper County Humane Society,GA186,30056,5,,,,,False,"Newborn, GA","Affectionate, Athletic, Couch, Friendly, Funny, Gentle, Loves, Loyal, Playful, Smart",N/A,N/A
73477916,GABE,Plott Hound,,True,Baby,Male,Medium,Brindle,,Short,Jasper County Humane Society,GA186,30056,5,True,True,True,,False,"Newborn, GA","Affectionate, Athletic, Brave, Couch, Curious, Friendly, Funny, Gentle, Loves, Loyal, Playful, Quiet, Smart",Yes,Vaccinations up to date.
73244691,TOGA,Boston Terrier,,True,Adult,Female,Medium,Brown / Chocolate,,Short,Jasper County Humane Society,GA186,30056,6,,,,,False,"Newborn, GA","Affectionate, Athletic, Brave, Friendly, Funny, Gentle, Independent, Loves, Loyal, Playful, Couch, Quiet, Smart",N/A,N/A
73039985,TILLY,Pit Bull Terrier,,False,Young,Female,Medium,,,,Jasper County Humane Society,GA186,30056,6,,,,,False,"Newborn, GA","Affectionate, Couch, Friendly, Funny, Gentle, Loves, Loyal, Playful, Quiet, Smart, Curious, Brave",N/A,N/A
72944729,Lenny,American Staffordshire Terrier,,True,Adult,Male,Medium,,,Short,Jasper County Humane Society,GA186,30056,5,True,,True,,False,"Newborn, GA","Affectionate, Athletic, Dignified, Friendly, Funny, Gentle, Independent, Loves, Loyal, Playful, Smart",Yes,"Vaccinations up to date, spayed / neutered."
72943337,Tank,American Staffordshire Terrier,,True,Adult,Male,Large,Gray / Blue / Silver,White / Cream,Short,Jasper County Humane Society,GA186,30056,6,True,,True,,False,"Newborn, GA","Affectionate, Athletic, Brave, Couch, Dignified, Friendly, Funny, Gentle, Loves, Loyal, Playful, Smart, Protective",Yes,Vaccinations up to date.
72943243,Cowboy,American Staffordshire Terrier,,True,Adult,Male,Medium,Black,White / Cream,Short,Jasper County Humane Society,GA186,30056,5,True,,True,,False,"Newborn, GA","Affectionate, Athletic, Brave, Couch, Friendly, Funny, Gentle, Independent, Loves, Loyal, Playful, Smart",Yes,Vaccinations up to date.
72941748,Gemma,Pit Bull Terrier,,True,Adult,Female,Medium,Merle (Blue),Gray / Blue / Silver,Short,Jasper County Humane Society,GA186,30056,6,True,,True,,False,"Newborn, GA","Affectionate, Athletic, Brave, Couch, Friendly, Funny, Gentle, Loves, Loyal, Playful, Smart",Yes,Vaccinations up to date.
72923005,Simba,Plott Hound,,True,Young,Male,Medium,Brindle,,Short,Jasper County Humane Society,GA186,30056,5,,,,,False,"Newborn, GA","Affectionate, Athletic, Brave, Curious, Friendly, Funny, Gentle, Loves, Loyal, Playful, Smart, Couch",N/A,N/A
72922860,Pumpkin',Beagle,,True,Adult,Female,Medium,"Tricolor (Brown, Black, & White)",,Short,Jasper County Humane Society,GA186,30056,6,True,,True,,False,"Newborn, GA","Affectionate, Couch, Curious, Friendly, Gentle, Loves, Loyal, Playful, Smart, Brave, Funny, Protective",Yes,"Vaccinations up to date, spayed / neutered."
72920194,Marley,Staffordshire Bull Terrier,,True,Adult,Female,Medium,Gray / Blue / Silver,,Short,Jasper County Humane Society,GA186,30056,6,True,False,True,,False,"Newborn, GA","Affectionate, Athletic, Couch, Friendly, Funny, Gentle, Loves, Loyal, Playful, Quiet, Smart, Dignified",Yes,"Vaccinations up to date, spayed / neutered."
72637797,Danny Boy,Great Dane,,True,Young,Male,Large,Black,White / Cream,Short,Jasper County Humane Society,GA186,30056,6,,,True,True,False,"Newborn, GA","Affectionate, Athletic, Friendly, Funny, Gentle, Loves, Loyal, Playful, Smart, Couch, Quiet",Yes,"Vaccinations up to date, spayed / neutered."
72637769,Jo Jo,Labrador Retriever,,True,Young,Male,Large,Gray / Blue / Silver,,Short,Jasper County Humane Society,GA186,30056,6,True,,True,,False,"Newborn, GA","Affectionate, Athletic, Couch, Dignified, Friendly, Funny, Gentle, Loves, Loyal, Playful, Quiet, Smart, Independent, Curious",Yes,"Vaccinations up to date, spayed / neutered."
72617203,Ark,Pit Bull Terrier,,False,Young,Male,Large,White / Cream,,Short,Jasper County Humane Society,GA186,30056,6,True,,True,,False,"Newborn, GA","Affectionate, Couch, Friendly, Playful, Loyal, Loves, Gentle, Funny, Smart",Yes,"Vaccinations up to date, spayed / neutered."
72617044,Trooper,English Pointer,German Shorthaired Pointer,True,Young,Male,Medium,White / Cream,Brown / Chocolate,Medium,Jasper County Humane Society,GA186,30056,8,True,,True,,False,"Newborn, GA","Affectionate, Athletic, Couch, Dignified, Friendly, Funny, Gentle, Loves, Loyal, Smart, Playful, Quiet",Yes,"Vaccinations up to date, spayed / neutered."
72617192,Rhys,Pit Bull Terrier,,False,Young,Male,Large,White / Cream,Brown / Chocolate,Short,Jasper County Humane Society,GA186,30056,6,True,,True,,False,"Newborn, GA","Affectionate, Athletic, Couch, Curious, Friendly, Funny, Gentle, Loves, Loyal, Playful, Smart, Loves WATER",Yes,"Vaccinations up to date, spayed / neutered."
72605051,Buddy and Nemo,Australian Shepherd,,False,Senior,Male,Large,White / Cream,Black,Long,Jasper County Humane Society,GA186,30056,5,True,,True,,False,"Newborn, GA","Curious, Friendly, Funny, Loves, Playful, Smart, Gentle",Yes,"Vaccinations up to date, spayed / neutered, special needs."
72403742,Murphy,Hound,Rottweiler,True,Adult,Male,Medium,Black,Gray / Blue / Silver,Medium,Jasper County Humane Society,GA186,30056,6,True,False,True,,False,"Newborn, GA","Affectionate, Couch, Curious, Dignified, Friendly, Funny, Gentle, Loves, Loyal, Playful, Quiet, Smart, Independent",Yes,"Vaccinations up to date, spayed / neutered."
71924145,Pearl,Hound,,True,Young,Female,Medium,"Tricolor (Brown, Black, & White)",,Short,Jasper County Humane Society,GA186,30056,7,True,,True,,False,"Newborn, GA","Curious, Friendly, Playful, Smart, Affectionate, Athletic, Funny, Gentle, Loves, Loves Kisses, Loyal",Yes,"Vaccinations up to date, spayed / neutered."
71885787,Haggard,Catahoula Leopard Dog,,True,Young,Male,Large,Harlequin,,Short,Jasper County Humane Society,GA186,30056,6,True,,True,,False,"Newborn, GA","Curious, Friendly, Loyal, Playful, Smart, Affectionate, Athletic, Brave, Dignified, Funny, Gentle, Independent, Loves, Quiet",Yes,"Vaccinations up to date, spayed / neutered."
71424611,Ranger,Rhodesian Ridgeback,Labrador Retriever,True,Young,Male,Medium,Apricot / Beige,,Short,Jasper County Humane Society,GA186,30056,6,,,,,False,"Newborn, GA","Affectionate, Athletic, Brave, Couch, Curious, Friendly, Funny, Gentle, Loves, Loyal, Playful, Quiet, Smart, Loves Kisses, LOVES TO PLAY BALL",N/A,N/A
71424234,Clyde,Boxer,,True,Young,Male,Large,Brindle,,Short,Jasper County Humane Society,GA186,30056,6,True,False,True,,False,"Newborn, GA","Affectionate, Athletic, Couch, Dignified, Friendly, Funny, Gentle, Loves, Loyal, Playful, Smart, Quiet",Yes,"Vaccinations up to date, spayed / neutered."
71418975,Winston,Pit Bull Terrier,,False,Senior,Male,Medium,Gray / Blue / Silver,,Short,Jasper County Humane Society,GA186,30056,2,True,True,True,,False,"Newborn, GA","Friendly, Gentle, Couch potato, Quiet, Curious",Yes,"Vaccinations up to date, spayed / neutered, special needs."
73515331,Wilson (GA),Rat Terrier,,False,Adult,Male,Small,,,,New Rattitude - national Rat Terrier rescue,GA558,30248,6,,True,True,,False,"Locust Grove, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
55000467,Segira,Siberian Husky,,True,Young,Female,Medium,Apricot / Beige,,Long,Help For The Dogs Inc.,GA890,30223,3,True,True,True,True,False,"Griffin, GA","Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Independent, Quiet, Couch potato, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered."
73767892,Maize,Pit Bull Terrier,,False,Baby,Female,Medium,,,,Humane Society of Morgan County,GA150,30650,2,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73767891,Wayne,Pug,,False,Adult,Male,Medium,,,,Humane Society of Morgan County,GA150,30650,1,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73767895,Victor,Chihuahua,,True,Baby,Male,Medium,,,,Humane Society of Morgan County,GA150,30650,1,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73528827,Murray,Terrier,Mixed Breed,True,Adult,Male,Medium,,,,Humane Society of Morgan County,GA150,30650,1,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73381487,Tibbers,Poodle,,True,Adult,Male,Medium,,,,Humane Society of Morgan County,GA150,30650,2,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73113856,Sugar,Labrador Retriever,Mixed Breed,True,Young,Female,Medium,,,,Humane Society of Morgan County,GA150,30650,6,True,True,True,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
72985785,Snow,Great Pyrenees,Pit Bull Terrier,True,Adult,Female,Large,,,,Humane Society of Morgan County,GA150,30650,6,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
72985786,Josie,Jack Russell Terrier,,True,Adult,Female,Medium,,,,Humane Society of Morgan County,GA150,30650,2,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
72547730,McKenzie,Boxer,Hound,True,Young,Female,Medium,,,,Humane Society of Morgan County,GA150,30650,2,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
72473913,Ozuna,Pit Bull Terrier,Labrador Retriever,True,Young,Male,Medium,,,,Humane Society of Morgan County,GA150,30650,4,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
72473910,Radar,Shiba Inu,Mixed Breed,True,Young,Male,Small,,,,Humane Society of Morgan County,GA150,30650,5,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
72473909,Star,Shiba Inu,Mixed Breed,True,Adult,Female,Medium,,,,Humane Society of Morgan County,GA150,30650,6,,False,True,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
72358448,Trinity,Shepherd,Pit Bull Terrier,True,Young,Female,Medium,,,,Humane Society of Morgan County,GA150,30650,4,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
71532681,Kai,German Shepherd Dog,German Shorthaired Pointer,True,Young,Male,Medium,,,,Humane Society of Morgan County,GA150,30650,6,,,True,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
71192685,Adelaide,Cattle Dog,Mixed Breed,True,Young,Female,Medium,,,,Humane Society of Morgan County,GA150,30650,6,,False,True,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
70810191,Roxana,Boxer,Mixed Breed,True,Adult,Female,Medium,,,,Humane Society of Morgan County,GA150,30650,6,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
70799822,Butch,Australian Cattle Dog / Blue Heeler,Pit Bull Terrier,True,Adult,Male,Large,,,,Humane Society of Morgan County,GA150,30650,6,,,,,False,"Madison, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73653656,Lovely,Maltese,,True,Young,Female,Small,,,,"Street Paws, Inc.",GA830,30248,3,True,True,True,,False,"Locust Grove, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
73179664,Atticus,German Shepherd Dog,,False,Adult,Male,Medium,,,,"Street Paws, Inc.",GA830,30248,3,True,False,True,,False,"Locust Grove, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
71262047,Taylor,Labrador Retriever,,True,Baby,Female,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
70324945,Penny,Labrador Retriever,,True,Adult,Female,Large,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,True,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
69766999,Shy Wilson,American Bulldog,,True,Young,Male,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,2,,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
69766708,Copper,Terrier,,True,Baby,Male,Small,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
68734551,Tucker,Labrador Retriever,,True,Young,Male,Large,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,1,,,True,,False,"Eastman, GA",N/A,N/A,Spayed / neutered.
68734470,Hunter,Labrador Retriever,,True,Young,Male,Large,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,1,,,True,,False,"Eastman, GA",N/A,N/A,Spayed / neutered.
63601738,Watson,Labrador Retriever,,True,Young,Male,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,,,,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
60019515,Ginny,Labrador Retriever,,True,Young,Female,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
60019354,Shadow,Chihuahua,,True,Young,Male,Small,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
60019355,Misty,Terrier,Labrador Retriever,True,Young,Female,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
59512001,Panda,Terrier,,True,Young,Female,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
59512000,Buddy,Terrier,,True,Adult,Male,Medium,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,3,True,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
55205402,Jingles,Labrador Retriever,,True,Young,Female,Large,,,,Faithful Hearts Animal Shelter Inc.,GA216,31023,2,,,True,,False,"Eastman, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73734286,Luna,Boxer,Pit Bull Terrier,True,Adult,Female,Medium,,,,Dolly Goodpuppy Society Inc,GA620,30204,5,True,True,True,,False,"Barnesville, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
73734288,Velvet,Pit Bull Terrier,,True,Adult,Female,Medium,"Tricolor (Brown, Black, & White)",,,Dolly Goodpuppy Society Inc,GA620,30204,4,True,,True,,False,"Barnesville, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
73734289,Zero,Mixed Breed,,True,Baby,Male,Medium,Brown / Chocolate,,,Dolly Goodpuppy Society Inc,GA620,30204,3,,,,,False,"Barnesville, GA",N/A,N/A,Vaccinations up to date.
73734284,Hazel,Border Collie,Mixed Breed,True,Adult,Female,Medium,"Tricolor (Brown, Black, & White)",,,Dolly Goodpuppy Society Inc,GA620,30204,6,True,,True,,False,"Barnesville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73734272,Enola,Mixed Breed,,True,Adult,Female,Large,,,,Dolly Goodpuppy Society Inc,GA620,30204,2,,,True,,False,"Barnesville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73734273,Matilda,Pug,Mixed Breed,True,Baby,Female,Medium,Brown / Chocolate,,,Dolly Goodpuppy Society Inc,GA620,30204,2,,,True,,False,"Barnesville, GA",N/A,N/A,Vaccinations up to date.
73734282,Asher,Shepherd,Australian Cattle Dog / Blue Heeler,True,Adult,Male,Large,,,,Dolly Goodpuppy Society Inc,GA620,30204,4,,,,,False,"Barnesville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73734280,Oscar,Mixed Breed,,True,Adult,Male,Medium,,,,Dolly Goodpuppy Society Inc,GA620,30204,6,,,,,False,"Barnesville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73734281,Riley,English Bulldog,Boxer,True,Baby,Female,Medium,,,,Dolly Goodpuppy Society Inc,GA620,30204,4,,True,True,,False,"Barnesville, GA",N/A,N/A,Vaccinations up to date.
73734278,Holden,Beagle,Mixed Breed,True,Young,Male,Medium,Black,,,Dolly Goodpuppy Society Inc,GA620,30204,1,True,,True,,False,"Barnesville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73734277,Carson Dukes,Border Collie,Hound,True,Adult,Male,Large,"Tricolor (Brown, Black, & White)",,,Dolly Goodpuppy Society Inc,GA620,30204,6,,,True,,False,"Barnesville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered, special needs."
73734275,Ziggy,Chihuahua,,False,Adult,Male,Medium,,,,Dolly Goodpuppy Society Inc,GA620,30204,3,,,,,False,"Barnesville, GA",N/A,N/A,N/A
73734285,Hudson,Beagle,Mixed Breed,True,Young,Male,Medium,,,,Dolly Goodpuppy Society Inc,GA620,30204,1,True,,True,,False,"Barnesville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73734270,Trixie,Mixed Breed,,True,Baby,Female,Medium,,,,Dolly Goodpuppy Society Inc,GA620,30204,5,True,True,True,,False,"Barnesville, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
73533644,Walter,Bulldog,American Bully,True,Young,Male,Medium,White / Cream,Brown / Chocolate,Short,Saving Georgia Dogs Rescue,GA461,30204,4,True,,True,,False,"Barnesville, GA","Affectionate, Couch, Funny, Friendly, Loves, Playful",Yes,"Vaccinations up to date, spayed / neutered."
73432283,Dafnee,Boxer,American Bulldog,True,Young,Female,Medium,White / Cream,,Short,Saving Georgia Dogs Rescue,GA461,30204,4,True,,True,,False,"Barnesville, GA","Friendly, Affectionate, Gentle, Playful, Smart, Athletic, Loves Kisses",Yes,"Vaccinations up to date, spayed / neutered."
73273051,Lola,Boxer,Labrador Retriever,True,Young,Female,Medium,Merle (Blue),,,Saving Georgia Dogs Rescue,GA461,30204,4,True,,True,,False,"Barnesville, GA","Friendly, Affectionate, Playful, Curious, Loves Kisses",Yes,"Vaccinations up to date, spayed / neutered."
72537989,Adalee,Shepherd,Border Collie,True,Young,Female,Medium,Black,,Short,Saving Georgia Dogs Rescue,GA461,30204,6,True,,True,,False,"Barnesville, GA","Friendly, Playful, Smart, Curious, Athletic, Loves Kisses",Yes,"Vaccinations up to date, spayed / neutered."
73755592,Isabelle,Hound,Presa Canario,True,Adult,Female,Large,"Tricolor (Brown, Black, & White)",,,Butts County Humane Society aka Butts Mutts,GA1020,30233,2,,False,True,,False,"Jackson, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered."
73749293,Skipper,Chihuahua,Mixed Breed,True,Baby,Male,Small,"Tricolor (Brown, Black, & White)",,,Butts County Humane Society aka Butts Mutts,GA1020,30233,1,True,,True,,False,"Jackson, GA",N/A,N/A,N/A
73749292,Kay aka Nellie,Beagle,Hound,True,Adult,Female,Medium,"Tricolor (Brown, Black, & White)",,,Butts County Humane Society aka Butts Mutts,GA1020,30233,1,,,True,,False,"Jackson, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73717109,Matt,Mixed Breed,,False,Baby,Male,Small,,,,Butts County Humane Society aka Butts Mutts,GA1020,30233,3,,,,,False,"Jackson, GA",N/A,N/A,N/A
73717110,Jasmine,Mixed Breed,,False,Baby,Female,Small,Brown / Chocolate,,,Butts County Humane Society aka Butts Mutts,GA1020,30233,4,,,,,False,"Jackson, GA",N/A,N/A,N/A
73702724,Creed,Mixed Breed,,False,Baby,Male,Small,Brown / Chocolate,,,Butts County Humane Society aka Butts Mutts,GA1020,30233,5,True,,True,,False,"Jackson, GA",N/A,N/A,N/A
73690406,Molly,Cocker Spaniel,,False,Young,Female,Medium,White / Cream,,,Butts County Humane Society aka Butts Mutts,GA1020,30233,2,True,,True,,False,"Jackson, GA",N/A,Yes,Vaccinations up to date.
73634423,Ruff,Labrador Retriever,Pit Bull Terrier,True,Baby,Male,Medium,,,,Butts County Humane Society aka Butts Mutts,GA1020,30233,0,,,,,False,"Jackson, GA",N/A,N/A,N/A
73634421,Ruff,Labrador Retriever,Pit Bull Terrier,True,Baby,Male,Medium,,,,Butts County Humane Society aka Butts Mutts,GA1020,30233,4,,,,,False,"Jackson, GA",N/A,N/A,N/A
72723547,Harvey Spector,American Staffordshire Terrier,Boxer,True,Young,Male,Medium,,,,"Street Paws, Inc.",GA830,30248,3,True,,True,,False,"Locust Grove, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
71458994,Burrow,Golden Retriever,Standard Poodle,True,Adult,Male,Large,,,,"Street Paws, Inc.",GA830,30248,2,True,,True,,False,"Locust Grove, GA",N/A,Yes,Vaccinations up to date.
70430443,Bahament,Labrador Retriever,Great Dane,True,Adult,Female,Large,,,,"Street Paws, Inc.",GA830,30248,3,,True,True,,False,"Locust Grove, GA",N/A,Yes,Spayed / neutered.
70014074,Ringo,Pit Bull Terrier,,True,Adult,Male,Medium,,,,"Street Paws, Inc.",GA830,30248,3,,,True,,False,"Locust Grove, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
50238737,Shirley,German Shepherd Dog,Chow Chow,True,Young,Female,Medium,,,,"Street Paws, Inc.",GA830,30248,3,,True,True,,False,"Locust Grove, GA",N/A,Yes,"Vaccinations up to date, spayed / neutered, special needs."
73776397,Mojo,Spitz,,True,Young,Male,Medium,,,,Newton County Animal Control,GA247,30016,2,,,,,False,"Covington, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73776395,20314,Pit Bull Terrier,,True,Adult,Female,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73776394,20313,Pit Bull Terrier,,True,Adult,Female,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73754786,20308,Beagle,,True,Adult,Male,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73743235,20299,Pit Bull Terrier,,True,Adult,Male,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73743234,Yuji,Rat Terrier,,True,Adult,Male,Medium,,,,Newton County Animal Control,GA247,30016,2,,,True,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73739945,20297,Shar-Pei,,True,Adult,Male,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73739947,20296,Shar-Pei,,True,Adult,Male,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73728814,20286,Labrador Retriever,,True,Adult,Male,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73728813,20288,Labrador Retriever,,True,Adult,Female,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73728816,20287,Labrador Retriever,,True,Adult,Male,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73728815,20285,Labrador Retriever,,True,Adult,Female,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73727327,20276,Pit Bull Terrier,,True,Adult,Male,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,"Vaccinations up to date, special needs."
73727332,Khan,Pit Bull Terrier,,True,Adult,Male,Large,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73727333,Samson,Pomeranian,Jack Russell Terrier,True,Adult,Male,Medium,,,,Newton County Animal Control,GA247,30016,2,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73727330,20275,Pit Bull Terrier,,True,Adult,Female,Medium,,,,Newton County Animal Control,GA247,30016,1,,,False,,False,"Covington, GA",N/A,N/A,"Vaccinations up to date, special needs."
73727328,20281,Labrador Retriever,,True,Baby,Female,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73707387,20274,Great Pyrenees,,True,Adult,Male,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73695124,Rainer,American Bulldog,,True,Adult,Male,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73695121,20265,Labrador Retriever,,True,Baby,Female,Medium,,,,Newton County Animal Control,GA247,30016,1,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73643315,20234,Pit Bull Terrier,,True,Adult,Male,Medium,,,,Newton County Animal Control,GA247,30016,2,,,,,False,"Covington, GA",N/A,N/A,Vaccinations up to date.
73513479,20157-Milo,Shepherd,Labrador Retriever,True,Young,Male,Medium,,,,Newton County Animal Control,GA247,30016,2,,,,,False,"Covington, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered."
73723788,Rabun,Feist,,True,Baby,Female,Medium,Black,White / Cream,Short,Circle of Friends Animal Society Inc.,GA477,30642,2,True,True,True,,False,"Greensboro, GA","Friendly, Playful, Quiet, Smart, Affectionate",N/A,"Vaccinations up to date, spayed / neutered."
73723615,Lanier,Mountain Cur,,True,Baby,Female,Medium,Black,White / Cream,Short,Circle of Friends Animal Society Inc.,GA477,30642,2,True,True,True,,False,"Greensboro, GA","Friendly, Playful, Quiet, Smart, Affectionate",N/A,"Vaccinations up to date, spayed / neutered."
73721454,Fig,Chihuahua,,True,Baby,Female,Small,Yellow / Tan / Blond / Fawn,,Short,Circle of Friends Animal Society Inc.,GA477,30642,5,,,,,False,"Greensboro, GA","Affectionate, Curious, Friendly, Smart, Playful, Loves",N/A,N/A
