iter	MultiClass
456	0.01255624798
457	0.01252353893
458	0.01247622507
459	0.01243385386
460	0.01238973257
461	0.01236018344
462	0.01232851842
463	0.01228258931
464	0.01225040263
465	0.01221809962
466	0.01218601356
467	0.01216129987
468	0.01213159315
469	0.01210104941
470	0.01206984642
471	0.01202600488
472	0.01199833013
473	0.0119650963
474	0.01193710865
475	0.01190461416
476	0.01188095366
477	0.01185703078
478	0.01182500779
479	0.01180410425
480	0.01178019103
481	0.01174782653
482	0.011715654
483	0.01168353639
484	0.01165568727
485	0.01162617043
486	0.01158601319
487	0.0115573101
488	0.01153223426
489	0.01151487677
490	0.01148536452
491	0.01145960081
492	0.01143676022
493	0.01140586963
494	0.01136770036
495	0.01134014151
496	0.01132102833
497	0.01128858287
498	0.01126641094
499	0.01124192093
500	0.01121612934
501	0.0111860486
502	0.01116424555
503	0.01113688905
504	0.01111271897
505	0.01108058553
506	0.01105108247
507	0.01102536639
508	0.01100566759
509	0.01098068755
510	0.01095903536
511	0.0109313907
512	0.01089672668
513	0.01087931065
514	0.01085246949
515	0.01083200824
516	0.01080298785
517	0.01078359704
518	0.01076620466
519	0.01074161358
520	0.0107200755
521	0.01068675962
522	0.01066891076
523	0.01064578529
524	0.01062563749
525	0.01060183267
526	0.01057710209
527	0.01054327478
528	0.01052144238
529	0.01050604724
530	0.01048916191
531	0.0104703202
532	0.01045224463
533	0.01043148499
534	0.01040703251
535	0.01038555895
536	0.01036852884
537	0.01034647626
538	0.0103293905
539	0.01031390169
540	0.01029815213
541	0.01027748224
542	0.01025709842
543	0.0102354067
544	0.01021815158
545	0.01019635131
546	0.01017542509
547	0.01015333788
548	0.01012455665
549	0.01011014727
550	0.0100892482
551	0.01006807912
552	0.01003900999
553	0.01002070256
554	0.01000074154
555	0.009974879095
556	0.009955998579
557	0.009937781695
558	0.009911377325
559	0.009890757193
560	0.009871970751
561	0.009853944012
562	0.009824697059
563	0.009809422336
564	0.009791586657
565	0.009777721625
566	0.009756230035
567	0.009737873129
568	0.00971501223
569	0.00969711589
570	0.009680154321
571	0.009662127599
572	0.009640684187
573	0.009612265912
574	0.00959751047
575	0.009577663792
576	0.009557924906
577	0.0095358133
578	0.009518718148
579	0.009505709711
580	0.009481639737
581	0.009463408968
582	0.009446528833
583	0.009431673418
584	0.009413389676
585	0.009398629253
586	0.009385371235
587	0.009370649928
588	0.009352813901
589	0.009335225691
590	0.009318972369
591	0.009300332137
592	0.009287713366
593	0.009269917874
594	0.009253082328
595	0.009228068789
596	0.009212102179
597	0.009195517654
598	0.009180777729
599	0.009156784813
600	0.009142769287
601	0.009124177891
602	0.009111670741
603	0.009094135564
604	0.00907346519
605	0.009049711176
606	0.009038441747
607	0.009027183992
608	0.009008894251
609	0.008985122832
610	0.00896556431
611	0.008951691461
612	0.008937221288
613	0.008918305151
614	0.008903710415
615	0.008885867917
616	0.008869875203
617	0.008855339999
618	0.008839019169
619	0.008821935924
620	0.008808483014
621	0.008791115652
622	0.008767359727
623	0.008747065772
624	0.008725598715
625	0.008711312449
626	0.008692889305
627	0.008681337413
628	0.008661092066
629	0.008644569009
630	0.008631846657
631	0.008617931164
632	0.008602588762
633	0.00858880197
634	0.008572743511
635	0.008560881017
636	0.008550107346
637	0.008529985956
638	0.008511570637
639	0.008496926632
640	0.00848510298
641	0.008468966599
642	0.008456849913
643	0.008442100948
644	0.008424058339
645	0.008413920081
646	0.008400542949
647	0.008388840708
648	0.008376755254
649	0.008361217818
650	0.008350767901
651	0.008336428796
652	0.008322423249
653	0.008307888789
654	0.008295250301
655	0.008282531695
656	0.00826678339
657	0.008255309041
658	0.008240349625
659	0.0082211984
660	0.008211390637
661	0.008195255715
662	0.008177429687
663	0.008166753699
664	0.008155347553
665	0.008139925031
666	0.008130861409
667	0.008116314447
668	0.008103493118
669	0.008092287513
670	0.008081411103
671	0.008070281678
672	0.00805500073
673	0.008041642073
674	0.008032093885
675	0.008018426178
676	0.008009905411
677	0.008000367787
678	0.007989484203
679	0.007975386512
680	0.007966199289
681	0.007954988731
682	0.00794596596
683	0.007933757026
684	0.007924321944
685	0.007910599915
686	0.007891299935
687	0.007878337969
688	0.007868902262
689	0.007851375281
690	0.007838718209
691	0.00782612293
692	0.007813166747
693	0.007800749734
694	0.007790661856
695	0.0077799882
696	0.007763665564
697	0.007753289045
698	0.007742748783
699	0.00772618498
700	0.00771361544
701	0.007705811589
702	0.007690506164
703	0.007680172093
704	0.007667799802
705	0.007656775089
706	0.007644517167
707	0.007629951276
708	0.007613985202
709	0.007602809426
710	0.007592348456
711	0.0075789931
712	0.007565980626
713	0.007555029866
714	0.007546745567
715	0.007535883107
716	0.007528989461
717	0.007519372829
718	0.007506828341
719	0.007496142613
720	0.007485858449
721	0.007473927475
722	0.007461193046
723	0.007452148805
724	0.007440579833
725	0.007424864583
726	0.007410878677
727	0.007398539417
728	0.007390777031
729	0.007382463307
730	0.007372531366
731	0.007361654051
732	0.007353700299
733	0.007337666276
734	0.007325417445
735	0.007316067259
736	0.007302558706
737	0.007291971297
738	0.007284686345
739	0.007271881598
740	0.007259429014
741	0.007248799191
742	0.007237438885
743	0.00722542635
744	0.007215450357
745	0.00720216991
746	0.007193067878
747	0.007184326203
748	0.007177008481
749	0.007166182986
750	0.007156369013
751	0.007146738081
752	0.007134150987
753	0.007125646069
754	0.007116094864
755	0.007106642471
756	0.007095072386
757	0.00708764929
758	0.007075749361
759	0.007063907785
760	0.007052950691
761	0.007044868582
762	0.007030620989
763	0.007021859063
764	0.007012689682
765	0.00699831191
766	0.006985414299
767	0.006975112345
768	0.00696753033
769	0.00695370444
770	0.00694446232
771	0.006936623135
772	0.006922574072
773	0.006913406581
774	0.006904926966
775	0.006899456641
776	0.006889848586
777	0.006881328773
778	0.006870687429
779	0.006861568191
780	0.006851444001
781	0.006839606968
782	0.006831721178
783	0.006819532207
784	0.006812027991
785	0.00680093525
786	0.006787756475
787	0.00677600546
788	0.006766307872
789	0.006759964056
790	0.006754099169
791	0.00674722063
792	0.00673286247
793	0.006725946462
794	0.006714245334
795	0.006701406617
796	0.006691183926
797	0.006680978394
798	0.006671718885
799	0.006663636677
800	0.006654410104
801	0.006642882805
802	0.006633702191
803	0.006624551844
804	0.006616686133
805	0.006606737768
806	0.006593675342
807	0.006585185163
808	0.006577240819
809	0.006566424479
810	0.006559648051
811	0.006553708804
812	0.006544590303
813	0.006535633238
814	0.006528697707
815	0.00652235898
816	0.006515108732
817	0.006501916563
818	0.006493552966
819	0.006485542353
820	0.006476407265
821	0.006467726654
822	0.0064582649
823	0.006451236566
824	0.006444840735
825	0.00643518802
826	0.006426183921
827	0.006413730784
828	0.006407507424
829	0.006397961115
830	0.006387374462
831	0.00637949028
832	0.006370506434
833	0.006362666446
834	0.00635366085
835	0.006344468418
836	0.006335656475
837	0.006323112348
838	0.006316480964
839	0.006304261883
840	0.006297893008
841	0.00629070641
842	0.006283338176
843	0.006275247043
844	0.006267272338
845	0.006257098143
846	0.006247708426
847	0.006238436988
848	0.006226874063
849	0.00621600158
850	0.006209471219
851	0.006202969236
852	0.006195094255
853	0.006183890412
854	0.006176159951
855	0.006164843195
856	0.006155657833
857	0.006148803014
858	0.006138055653
859	0.006131380392
860	0.006123084224
861	0.006111973608
862	0.006100858411
863	0.006092981838
864	0.00608600127
865	0.006078125852
866	0.00606763658
867	0.006061444089
868	0.006054890303
869	0.00604690471
870	0.006038727285
871	0.006031088502
872	0.006022630656
873	0.006012889756
874	0.006005691618
875	0.005997240557
876	0.005986551477
877	0.00598151974
878	0.005975052506
879	0.005965034415
880	0.005955483211
881	0.005949404556
882	0.005938924695
883	0.00593427293
884	0.005926125466
885	0.005918579151
886	0.005911268742
887	0.005901359
888	0.00589311079
889	0.005887235589
890	0.005882561525
891	0.00587327456
892	0.005868903689
893	0.005859674799
894	0.005853121829
895	0.005845717437
896	0.005836019749
897	0.005827446437
898	0.005821657418
899	0.005813970667
900	0.00580799125
901	0.005802594227
902	0.005793029065
903	0.005785229839
904	0.005778086035
905	0.005770808503
906	0.005765679902
907	0.005757936385
908	0.005751231434
909	0.005741608374
910	0.005734004863
911	0.005729126661
912	0.005723925717
913	0.005718258076
914	0.005712365024
915	0.005704388748
916	0.00569672039
917	0.005688913875
918	0.005683102949
919	0.005673196926
920	0.00566764173
921	0.005662467112
922	0.005655459741
923	0.005647767758
924	0.005643341188
925	0.005636764151
926	0.0056277483
927	0.005622674667
928	0.005618156675
929	0.005611206249
930	0.005603736335
931	0.005598887572
932	0.005592512379
933	0.005585952384
934	0.00558141064
935	0.005575481203
936	0.005568887552
937	0.005561670734
938	0.005554838937
939	0.005548494791
940	0.005543809601
941	0.005534679713
942	0.005526417248
943	0.005519941494
944	0.005514494686
945	0.005509463414
946	0.005503617507
947	0.005496693507
948	0.005487691343
949	0.005481249534
950	0.005477153597
951	0.005471590235
952	0.00546622277
953	0.005461735924
954	0.005455876045
955	0.00544900502
956	0.005443156506
957	0.005438047359
958	0.005431578496
959	0.005424939321
960	0.005420350837
961	0.005414598877
962	0.005409119171
963	0.005402068729
964	0.005394933712
965	0.005389014624
966	0.00538423245
967	0.005380062364
968	0.005371341577
969	0.005362739028
970	0.005358899209
971	0.005353020702
972	0.005348030692
973	0.005342828602
974	0.005336209354
975	0.005330395787
976	0.005324925288
977	0.005318003662
978	0.005312993769
979	0.005307963493
980	0.005299954434
981	0.00529532396
982	0.005289803876
983	0.005285113256
984	0.005279306249
985	0.005274710295
986	0.005268901532
987	0.005261856922
988	0.005256219329
989	0.00524990435
990	0.005243173979
991	0.00523573859
992	0.00522990526
993	0.005224510854
994	0.005219805185
995	0.005213130684
996	0.00520644114
997	0.00520032891
998	0.005191896325
999	0.005184610555
