pet_id,pet_name,primary_breed,secondary_breed,mixed_breed,age,gender,size,primary_colour,secondary_colour,coat_length,shelter_name,shelter_id,zip_code,num_photos,children,cats,other_dogs,other_animals,fee_waived,pet_location,characteristics,house_trained,health,adoption_fee
73743846,Pen 190 Cupcake,Pit Bull Terrier,,True,Adult,Female,Medium,,,,Gwinnett County Animal Control and Welfare,GA357,30045,2,,,,,False,"Lawrenceville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
73743845,Pen 210 Leopard,Pit Bull Terrier,,True,Adult,Female,Small,,,,Gwinnett County Animal Control and Welfare,GA357,30045,1,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73741547,Pen 220 Cheetah,Chihuahua,,True,Young,Male,Small,,,,Gwinnett County Animal Control and Welfare,GA357,30045,1,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73741546,Pen 218 Lion,Terrier,,True,Adult,Male,Small,,,,Gwinnett County Animal Control and Welfare,GA357,30045,2,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73741548,Pen 225 Ghost,Maltese,,True,Senior,Male,Small,,,,Gwinnett County Animal Control and Welfare,GA357,30045,1,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73741549,Pen 235,Pomeranian,,True,Senior,Male,Small,,,,Gwinnett County Animal Control and Welfare,GA357,30045,1,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73733643,Pen 219 Ace,Bichon Frise,,True,Adult,Male,Small,,,,Gwinnett County Animal Control and Welfare,GA357,30045,1,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73733642,Pen 237,French Bulldog,,True,Adult,Male,Small,,,,Gwinnett County Animal Control and Welfare,GA357,30045,1,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73733640,Ic 3 Caesar,Pit Bull Terrier,,True,Adult,Male,Large,,,,Gwinnett County Animal Control and Welfare,GA357,30045,2,,,,,False,"Lawrenceville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
73733644,Ic 6,Pit Bull Terrier,,True,Young,Female,Large,,,,Gwinnett County Animal Control and Welfare,GA357,30045,1,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73733645,Pen 223 Lux,Terrier,,True,Adult,Female,Small,,,,Gwinnett County Animal Control and Welfare,GA357,30045,2,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73733641,Ic-13 Ava,Labrador Retriever,,True,Young,Female,Large,,,,Gwinnett County Animal Control and Welfare,GA357,30045,2,,,,,False,"Lawrenceville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
73726942,Pen 224 Casper,Poodle,,True,Young,Male,Small,,,,Gwinnett County Animal Control and Welfare,GA357,30045,1,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73726936,Pen 112 Dwayne,Labrador Retriever,,True,Adult,Male,Extra Large,,,,Gwinnett County Animal Control and Welfare,GA357,30045,3,,,,,False,"Lawrenceville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
73726938,Pen 178 Kool Aid,American Bully,,True,Young,Male,Small,,,,Gwinnett County Animal Control and Welfare,GA357,30045,2,,,,,False,"Lawrenceville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
73726939,Pen 153 'Georgia',Labrador Retriever,,True,Adult,Female,Medium,,,,Gwinnett County Animal Control and Welfare,GA357,30045,1,,,,,False,"Lawrenceville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
73726931,Pen 140,Pit Bull Terrier,,True,Adult,Male,Large,,,,Gwinnett County Animal Control and Welfare,GA357,30045,1,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73726929,Pen 126 Skittles,American Bulldog,,True,Senior,Male,Large,,,,Gwinnett County Animal Control and Welfare,GA357,30045,2,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73726933,Pen 124 Clifford,Labrador Retriever,,True,Adult,Male,Extra Large,,,,Gwinnett County Animal Control and Welfare,GA357,30045,3,,,,,False,"Lawrenceville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
73726934,Pen 212,Terrier,,True,Adult,Female,Medium,,,,Gwinnett County Animal Control and Welfare,GA357,30045,2,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73726928,Pen 185c Bits,Pit Bull Terrier,,True,Adult,Female,Large,,,,Gwinnett County Animal Control and Welfare,GA357,30045,3,,,,,False,"Lawrenceville, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
73714905,Ic-1,Boxer,Pit Bull Terrier,True,Adult,Male,Large,,,,Gwinnett County Animal Control and Welfare,GA357,30045,1,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
73714906,Pen 214,Jack Russell Terrier,,True,Adult,Male,Small,,,,Gwinnett County Animal Control and Welfare,GA357,30045,1,,,,,False,"Lawrenceville, GA",N/A,N/A,Vaccinations up to date.,N/A
71181937,2024-03-107 *Lilly*,Terrier,,False,Adult,Female,Medium,,,,Barrow County Animal Control,GA261,30680,1,,,,,False,"Winder, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
71124927,2024-03-085 *Abel*,Hound,,False,Adult,Male,Medium,,,,Barrow County Animal Control,GA261,30680,2,,,,,False,"Winder, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
71056627,2024-03-057 *Tawny*,Pit Bull Terrier,,False,Adult,Female,Medium,,,,Barrow County Animal Control,GA261,30680,2,,,,,False,"Winder, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
70959508,2024-03-009 *Edgar*,Labrador Retriever,,False,Adult,Male,Medium,,,,Barrow County Animal Control,GA261,30680,1,,,,,False,"Winder, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
70945262,2024-03-018 *Sally*,Pit Bull Terrier,,False,Adult,Female,Large,,,,Barrow County Animal Control,GA261,30680,2,,,,,False,"Winder, GA",N/A,N/A,"Vaccinations up to date, spayed / neutered.",N/A
